"FS","SS","FL1.LOG","FL2.LOG","FL4.LOG"
557,97,130,249,198
526,125,57,492,219
578,120,143,450,116
423,148,142,350,145
925,313,192,615,264
551,196,202,538,249
867,246,171,365,283
375,77,133,412,6
496,113,136,333,191
625,143,116,376,266
598,141,131,418,140
352,72,72,446,88
799,206,138,596,129
626,154,200,395,251
628,115,160,486,253
480,70,111,472,146
604,162,104,447,69
341,85,109,572,196
477,100,100,383,207
516,160,113,390,229
491,113,157,350,219
387,49,77,388,148
444,69,39,468,134
896,284,193,650,398
424,78,74,388,186
695,126,124,334,234
619,126,132,361,225
571,78,129,288,115
353,69,79,328,89
601,162,125,300,112
598,146,152,459,240
401,111,98,474,209
525,105,118,404,147
383,91,106,434,129
532,120,264,488,320
666,164,125,594,188
465,123,158,486,225
524,144,108,355,225
752,184,173,452,190
942,360,187,551,277
610,121,30,433,151
486,123,89,364,201
847,139,128,402,258
451,77,133,344,167
583,211,106,374,223
516,98,132,260,192
769,100,22,376,249
397,69,102,440,141
506,137,133,458,211
471,170,109,436,163
499,228,144,698,349
525,115,92,476,205
499,108,86,397,62
496,74,72,313,96
620,137,73,458,202
477,180,97,414,176
641,168,160,494,205
576,160,114,457,154
553,144,163,425,225
644,203,176,389,178
824,225,218,367,271
534,180,117,341,156
641,295,195,572,224
426,75,72,316,12
904,263,151,657,30
584,146,117,285,217
673,134,25,392,137
444,152,121,437,122
922,298,189,663,214
657,124,219,485,283
789,211,224,499,287
589,217,167,255,126
675,177,156,355,43
581,131,66,328,128
553,158,160,443,191
416,111,89,521,159
560,164,134,348,219
514,85,116,399,159
480,128,177,237,255
658,171,132,520,232
466,125,278,532,363
454,126,65,349,227
673,213,206,517,279
505,75,101,185,153
411,118,109,450,251
730,168,109,543,259
533,224,157,531,246
453,79,126,248,175
486,133,189,331,249
495,89,73,440,206
414,56,39,252,122
372,92,99,542,46
374,132,163,520,28
535,170,143,496,273
762,336,132,491,207
908,196,158,563,294
388,94,45,300,203
792,301,258,484,327
563,145,140,412,70
491,146,116,485,161
531,184,84,461,139
554,111,67,388,184
469,106,97,509,243
638,126,86,348,106
509,88,106,397,165
585,100,120,504,228
890,188,116,435,253
401,58,70,313,136
534,105,143,390,221
765,186,110,549,246
566,229,198,499,238
791,190,132,424,215
557,102,83,446,25
686,234,123,516,250
383,81,55,346,234
443,101,157,382,190
458,168,138,254,213
330,124,154,407,91
471,59,60,341,171
641,179,112,483,167
831,171,94,588,269
531,172,142,521,242
416,79,66,350,166
469,120,61,312,29
696,226,82,433,143
436,89,40,403,157
620,148,109,425,212
470,123,122,300,20
575,129,87,452,212
482,79,42,526,137
654,153,125,560,276
683,251,170,374,307
788,172,203,566,299
723,394,187,664,308
680,162,152,292,50
542,143,96,488,171
791,190,185,570,271
594,166,118,491,66
546,91,38,280,187
476,178,157,505,239
502,169,128,376,149
937,154,137,636,242
547,106,149,441,147
501,162,90,437,200
460,102,75,402,223
364,74,118,270,72
1015,216,188,575,268
575,95,98,497,214
506,79,91,366,152
474,107,102,479,252
540,182,131,334,176
633,220,107,386,211
652,181,148,501,212
647,131,117,523,96
743,261,180,317,113
648,146,124,492,258
599,195,150,520,270
432,77,88,262,118
457,108,23,423,145
503,159,125,545,200
556,69,45,402,157
707,133,111,411,76
620,120,185,363,247
501,101,603,90,685
687,372,200,710,323
534,84,120,347,200
428,108,60,274,74
557,154,136,439,267
473,84,87,330,78
517,133,72,443,197
527,201,96,406,135
421,59,68,353,174
436,84,103,441,195
520,179,166,421,248
587,97,156,501,168
700,222,129,604,172
460,229,134,418,145
660,98,155,570,224
352,125,22,506,222
342,39,57,224,162
563,143,151,495,263
547,136,67,383,223
365,215,75,485,145
449,87,44,402,235
1008,189,108,468,243
589,98,145,459,264
548,90,111,540,211
433,70,53,527,98
561,197,119,569,235
403,91,129,399,158
386,53,124,452,162
481,124,112,503,191
666,149,109,379,115
486,174,185,336,202
424,102,88,451,152
320,60,29,383,47
435,113,96,356,151
424,163,144,437,178
456,115,111,501,230
557,155,65,366,203
477,100,117,426,213
886,193,161,400,163
390,103,129,422,261
620,148,116,474,238
620,91,58,414,210
424,64,74,375,214
433,69,133,426,156
504,135,158,432,231
421,98,124,291,73
677,344,160,692,305
448,70,83,244,125
555,90,71,427,234
396,118,105,318,134
464,152,130,421,228
575,167,115,476,227
611,138,181,506,176
863,160,171,532,196
409,241,136,450,272
355,100,33,454,193
661,198,152,476,261
732,203,181,414,264
698,234,97,526,167
367,126,136,524,130
456,134,126,435,200
514,97,53,482,95
702,114,89,449,196
596,125,137,482,191
613,150,162,289,91
525,108,147,556,206
417,79,143,356,197
558,121,104,518,171
675,264,174,538,272
512,132,125,446,197
536,107,123,440,207
434,177,136,542,267
391,93,109,296,10
405,88,130,407,117
580,142,165,425,166
567,91,112,214,142
516,176,38,431,105
478,85,15,352,71
452,49,19,270,15
527,176,132,530,169
612,119,85,412,110
640,155,34,472,264
482,72,97,282,193
460,104,136,453,168
680,164,142,416,207
883,201,176,453,89
491,173,71,410,231
549,79,69,401,245
541,102,19,337,235
554,70,92,478,176
584,186,98,467,189
374,57,146,351,226
572,136,119,291,211
513,114,148,447,40
716,215,115,613,284
418,75,94,252,179
818,113,159,451,150
633,145,113,514,289
644,89,152,494,114
496,117,164,391,238
703,231,138,607,247
646,186,127,594,152
680,231,157,606,307
536,110,58,312,190
422,80,506,65,727
739,191,107,422,197
413,79,154,458,207
335,71,106,343,127
595,154,93,358,198
695,183,164,471,161
678,238,142,180,190
505,78,19,431,207
557,156,53,403,183
504,155,72,576,142
718,185,143,501,164
559,149,92,387,200
513,176,81,419,240
546,199,207,558,260
925,332,216,462,303
460,88,178,442,254
406,113,98,322,215
472,73,104,330,155
624,134,144,350,91
431,121,134,523,239
507,72,10,227,183
555,131,124,600,215
476,77,43,291,108
678,199,102,399,223
661,160,112,392,146
615,161,121,488,213
767,284,184,544,299
524,124,111,362,75
731,181,153,465,262
447,74,50,383,114
741,137,138,463,165
485,98,100,407,116
347,133,53,441,179
917,178,141,350,237
421,52,122,273,117
514,126,72,294,77
552,150,70,263,130
453,99,27,305,104
560,82,104,382,293
549,85,6,372,182
589,105,7,482,129
456,126,98,530,159
531,136,105,342,195
538,131,181,244,29
760,226,201,432,271
580,139,172,470,237
464,116,122,381,146
423,182,124,489,174
581,97,121,417,181
473,98,55,502,158
497,83,138,328,226
424,94,90,441,244
609,111,135,217,182
541,146,156,434,158
379,69,94,478,148
589,175,136,395,123
527,132,136,241,96
484,160,120,347,270
490,214,128,538,142
609,127,161,405,257
361,59,95,329,72
465,85,117,444,216
331,101,26,312,224
686,231,155,471,102
382,62,107,243,168
375,44,28,566,194
609,128,53,311,13
557,95,194,398,218
670,214,145,505,232
520,131,130,448,224
592,131,141,378,103
564,105,96,519,206
389,87,72,338,123
441,96,129,378,151
513,146,99,407,173
450,86,68,354,177
313,77,68,362,176
480,107,45,292,202
520,112,49,433,230
420,90,55,356,154
301,96,87,542,175
690,160,114,438,196
538,159,151,457,248
518,159,68,436,126
714,311,222,315,126
441,66,139,388,222
598,101,110,526,212
576,130,129,492,202
457,123,125,421,211
504,160,119,399,150
480,94,80,326,59
991,228,172,628,293
896,192,163,590,273
769,177,2,499,305
541,124,106,347,247
512,171,45,453,107
555,160,134,533,121
434,103,93,536,178
490,83,110,460,173
377,108,130,379,144
390,97,105,266,200
479,109,49,529,226
549,141,120,398,211
512,109,129,500,219
646,141,99,532,214
721,92,132,559,249
515,82,129,371,134
515,106,115,354,153
450,99,98,492,211
578,156,161,354,196
487,362,434,650,534
464,107,137,387,126
454,90,62,273,134
757,155,313,523,383
537,119,112,399,129
557,167,131,483,210
482,136,137,436,237
557,112,86,380,298
623,143,134,580,165
953,299,113,540,238
399,125,134,505,198
633,95,104,494,243
662,217,119,499,245
426,134,129,358,252
482,135,146,377,205
467,193,143,373,136
651,131,168,470,228
508,104,125,493,194
441,165,135,496,124
513,113,101,373,159
469,129,25,504,201
504,127,89,456,242
408,60,113,218,146
487,104,61,492,228
538,176,82,419,234
608,153,164,564,204
932,215,118,683,269
624,146,129,402,243
574,160,74,393,262
512,61,102,203,81
466,105,148,236,213
480,116,88,356,186
504,69,68,376,40
648,187,162,330,154
498,86,123,346,210
960,273,196,468,196
597,156,120,490,180
537,77,60,293,140
586,133,131,469,112
590,165,166,372,188
396,66,31,380,187
778,140,131,427,164
398,50,20,535,111
518,129,126,483,92
532,115,160,441,284
610,153,101,468,153
553,150,148,513,178
485,145,117,306,151
677,153,119,575,298
492,90,87,501,126
464,97,129,288,175
446,103,118,434,269
413,70,213,448,290
725,195,193,388,306
564,170,122,487,194
655,156,98,370,179
936,292,203,562,313
691,142,152,466,256
472,181,106,410,180
586,185,141,318,286
398,84,35,370,123
671,184,100,355,263
472,125,34,427,183
577,237,171,500,214
465,74,120,380,168
494,85,131,504,219
401,93,67,252,92
863,203,188,488,260
685,164,132,422,213
372,55,44,389,234
529,205,124,375,268
461,144,122,530,209
807,236,176,596,251
724,239,202,642,305
520,110,85,351,155
764,135,156,453,212
435,136,92,434,149
490,170,148,444,212
529,105,113,340,117
555,90,136,307,140
293,148,136,623,322
450,91,133,304,167
433,72,113,480,148
705,239,111,451,207
664,159,96,606,261
570,117,101,468,169
660,117,76,432,166
612,320,148,565,236
500,71,76,431,211
561,146,134,515,194
519,92,65,415,207
415,78,28,381,145
546,119,106,313,39
462,60,48,397,165
554,127,179,372,176
522,114,91,499,216
583,138,115,489,163
463,66,44,520,215
548,76,151,354,162
468,109,132,276,80
705,133,168,397,233
475,101,73,341,146
573,193,127,539,269
641,126,125,380,259
694,242,176,373,285
608,177,92,445,222
656,96,56,583,196
415,51,61,206,189
649,228,183,568,289
562,73,63,332,131
562,129,112,242,33
606,114,122,352,37
509,143,132,589,213
689,164,164,337,131
424,70,92,420,85
488,200,120,433,197
526,150,120,356,197
486,122,57,432,89
545,119,116,529,97
699,86,94,420,200
533,117,174,366,73
507,143,113,392,1
560,121,126,376,198
639,166,97,308,94
604,166,117,391,238
623,158,112,373,73
690,234,127,654,174
488,73,105,484,186
581,185,136,452,207
448,94,119,368,71
810,259,105,416,270
774,324,226,626,339
598,143,67,308,167
696,177,169,466,225
953,633,348,332,365
552,217,82,526,239
600,127,105,403,161
652,172,87,492,189
470,136,108,391,223
548,94,81,426,130
886,245,134,560,221
726,163,203,369,189
475,105,106,488,123
398,66,76,439,176
490,124,71,421,111
475,95,107,286,203
790,146,149,479,208
540,188,140,574,281
533,87,57,427,127
526,99,88,352,179
598,87,105,523,141
607,128,97,360,188
417,93,79,294,195
623,130,94,330,199
564,90,70,233,166
465,95,87,404,160
585,145,171,525,226
535,146,68,384,184
556,163,183,398,287
441,89,119,365,151
445,93,127,385,232
605,134,152,464,267
346,61,107,446,112
494,168,135,461,245
675,142,78,483,148
440,100,59,371,83
507,94,51,382,175
638,265,203,453,230
789,177,204,396,237
524,102,70,212,89
459,135,99,598,272
497,84,107,304,221
960,181,148,367,277
523,137,124,426,152
478,92,126,212,140
466,116,58,551,145
396,87,99,425,208
450,51,84,225,254
358,108,148,270,126
471,71,62,319,109
539,89,158,520,139
549,110,105,362,251
382,184,143,711,259
689,153,178,446,214
405,75,6,442,201
825,155,161,531,233
322,72,116,565,189
512,88,92,367,94
542,198,111,406,121
596,91,117,456,165
537,112,112,469,122
552,100,60,381,170
485,74,18,473,203
635,268,152,379,269
426,158,165,365,179
447,116,118,474,163
514,137,80,396,150
740,107,114,576,213
353,63,70,225,157
636,146,103,399,181
438,91,83,381,123
539,122,138,370,229
299,158,183,336,365
618,135,127,388,160
664,206,178,499,244
513,149,107,426,155
663,166,42,362,136
491,83,67,363,45
515,87,86,278,189
763,229,195,633,290
468,141,139,417,176
469,71,134,390,188
603,137,119,304,66
591,194,76,460,88
536,228,205,586,259
543,158,109,446,221
530,112,101,380,178
485,81,98,365,246
666,224,179,392,260
481,71,31,327,94
588,217,149,440,215
733,286,152,452,257
396,74,49,297,142
651,153,97,365,117
480,78,139,302,91
615,117,75,455,205
501,106,113,238,248
540,86,119,377,164
440,96,100,312,70
542,109,155,502,192
584,144,94,426,164
492,193,96,453,211
534,81,69,417,39
404,71,72,361,8
385,62,61,326,125
399,59,73,356,119
434,141,127,541,174
736,253,185,501,228
413,177,106,401,63
757,181,167,445,214
684,160,158,407,198
509,143,94,420,118
674,284,121,466,92
712,117,75,375,180
421,98,83,316,187
468,165,115,551,134
621,130,140,371,118
752,282,190,461,330
696,256,115,532,244
547,117,125,376,201
704,139,154,368,263
423,60,119,459,125
372,207,92,460,70
476,58,83,405,104
772,248,182,546,262
683,144,127,297,191
499,112,57,354,188
998,273,177,519,243
734,198,164,475,244
677,145,174,474,259
617,174,176,462,265
438,71,100,306,148
943,130,93,441,304
651,128,115,326,246
425,87,133,289,158
621,164,150,343,228
506,144,94,438,209
628,161,133,412,156
529,150,135,493,248
579,122,150,532,327
462,166,516,23,658
586,121,115,465,194
578,103,105,430,228
645,188,156,532,82
744,190,240,280,229
503,160,122,352,256
511,80,25,383,103
596,149,142,538,150
583,157,133,472,251
388,46,136,180,185
560,145,15,481,202
499,135,141,511,242
461,73,118,463,141
390,86,23,493,186
775,134,167,447,288
524,85,60,334,206
452,68,55,394,155
613,227,154,592,323
561,115,51,441,217
834,206,216,542,289
505,142,138,302,189
853,308,181,520,314
511,70,38,365,118
580,139,108,499,142
466,112,2,373,106
486,95,55,393,196
565,146,151,577,195
607,194,151,636,302
655,152,77,472,202
409,62,99,418,125
529,109,78,302,72
532,98,91,303,174
583,87,109,384,213
501,89,59,423,121
466,211,125,490,226
411,105,88,245,109
592,98,51,422,172
466,209,155,342,264
506,102,77,415,156
648,264,186,534,272
478,96,96,332,188
540,160,113,268,205
500,108,60,422,123
696,243,188,513,222
622,169,124,427,170
774,147,162,423,273
412,82,92,379,131
526,135,58,360,138
580,98,167,451,303
504,75,120,398,196
697,160,121,468,254
478,74,41,298,138
511,166,71,535,251
511,149,107,446,144
603,155,140,308,194
608,191,68,464,222
693,156,157,253,40
577,260,158,410,282
694,274,178,418,239
482,93,75,203,152
521,217,199,462,268
485,120,141,329,190
726,104,161,475,228
585,149,103,449,244
759,291,186,626,312
503,117,78,491,178
438,93,77,324,204
647,168,182,517,151
536,184,144,512,150
524,118,73,439,196
520,85,152,269,91
609,174,176,423,204
720,304,255,465,306
892,214,164,492,196
548,119,98,488,234
652,284,173,600,246
502,82,115,452,141
455,123,117,331,140
414,51,95,384,138
512,126,139,449,166
469,99,145,337,205
569,124,62,386,96
455,51,119,450,183
596,134,143,502,216
559,145,109,490,135
593,141,175,564,266
520,114,89,441,44
601,172,116,484,194
546,186,210,358,217
419,58,596,158,665
468,63,112,196,266
728,153,152,457,223
476,76,142,412,210
417,100,52,347,84
461,84,84,425,234
612,184,188,437,116
448,168,103,504,175
514,88,131,377,212
422,142,175,496,224
490,116,31,352,174
508,108,96,438,176
541,129,133,401,230
492,121,146,436,131
514,173,138,449,170
636,130,65,598,239
547,171,75,428,194
583,121,105,391,172
539,197,121,415,251
633,207,76,464,179
369,87,12,276,183
660,224,189,449,209
566,264,144,460,230
704,213,110,444,290
613,141,87,203,168
479,91,106,439,221
505,145,130,475,201
544,208,188,334,193
483,82,90,365,37
478,84,93,424,174
463,87,102,361,159
629,184,36,336,146
459,254,166,363,223
442,75,133,451,131
638,175,176,564,285
509,203,159,546,200
480,184,136,483,224
627,160,132,548,278
507,102,50,287,63
470,70,90,321,125
801,317,194,507,333
516,182,127,517,167
452,134,126,271,209
490,98,113,327,210
825,191,188,518,270
476,63,65,528,157
778,199,130,526,210
691,224,69,510,293
858,438,153,753,331
412,74,71,424,12
555,91,79,320,223
523,92,75,454,258
370,82,129,450,140
688,185,149,558,388
524,87,485,40,726
505,123,131,490,259
631,134,104,428,222
512,194,174,447,200
556,86,159,365,152
790,137,112,461,202
603,185,121,372,201
516,109,30,444,146
611,121,40,389,201
802,132,101,509,135
565,101,68,482,192
420,130,152,374,195
460,133,92,470,87
681,109,71,535,224
634,170,125,591,269
563,112,147,269,224
514,78,115,318,201
696,165,34,595,260
302,164,54,557,193
637,281,133,406,59
489,108,149,310,127
576,124,143,378,149
877,228,121,390,214
418,124,60,511,173
560,138,211,436,165
396,151,110,279,187
832,193,180,397,183
519,154,597,119,689
443,62,2,340,184
491,69,63,414,107
418,134,10,506,168
579,101,38,516,98
639,109,114,386,200
486,98,66,482,236
377,73,55,375,144
571,133,117,561,286
429,107,148,337,209
314,124,185,247,291
778,219,200,382,253
458,75,78,411,183
617,70,70,262,195
687,194,143,483,52
658,138,155,501,221
586,112,23,516,223
495,84,82,446,158
430,91,79,368,121
543,259,116,704,289
613,140,129,462,219
552,171,126,383,206
454,84,97,246,148
556,130,120,512,177
734,229,228,426,300
495,75,90,255,152
477,191,222,385,234
430,91,58,420,120
641,203,108,517,177
551,104,95,365,24
575,109,80,222,168
506,154,293,351,282
709,200,141,408,290
438,97,77,303,158
516,114,93,511,249
537,120,90,573,129
355,56,29,354,158
811,193,172,545,295
422,105,55,512,140
424,174,123,517,167
371,154,95,456,177
750,121,148,465,180
602,222,124,344,39
701,185,216,549,269
417,80,110,384,159
515,129,88,363,50
723,229,167,428,186
539,129,117,492,217
702,191,178,419,227
493,166,102,426,205
510,134,145,195,187
411,91,46,407,155
694,198,110,546,154
505,85,71,308,147
601,172,123,471,170
426,103,68,342,165
517,125,179,449,218
721,158,75,409,235
466,140,217,471,237
554,116,86,383,221
393,86,27,354,111
618,164,28,357,204
536,224,202,601,265
493,164,129,503,227
576,195,87,571,192
405,50,60,356,225
498,145,115,305,103
458,68,104,357,104
649,201,175,507,188
475,90,161,337,107
579,147,84,453,255
449,70,477,93,664
576,112,100,550,191
506,118,92,347,156
599,152,322,426,371
516,126,101,415,160
590,297,188,522,217
454,56,62,352,225
502,79,94,290,140
670,202,194,517,222
966,256,163,561,308
718,222,151,478,202
817,308,159,425,259
616,110,123,338,146
838,431,329,592,390
435,131,136,380,172
519,171,97,551,218
617,187,161,549,225
596,140,91,581,198
584,116,154,325,222
777,173,173,466,306
422,128,127,364,235
662,259,236,423,252
828,148,156,568,298
954,395,223,698,354
421,64,4,453,173
541,96,152,554,275
566,111,90,259,108
399,98,68,423,112
549,180,89,338,223
509,129,83,355,164
693,168,103,490,240
802,175,125,564,238
567,123,136,470,183
495,131,100,486,266
442,67,65,332,79
438,85,84,261,172
426,68,76,424,188
531,94,22,478,191
497,102,92,288,38
528,93,136,427,204
467,136,82,510,204
533,80,72,441,100
570,88,95,405,216
648,182,117,395,105
573,139,89,408,146
619,161,186,435,68
540,150,53,385,199
575,199,53,447,193
760,196,132,592,244
435,95,101,412,199
732,281,144,625,299
475,94,74,409,223
493,101,1,514,231
441,109,146,476,222
595,125,163,355,254
325,154,153,612,326
488,92,169,420,265
498,87,29,481,178
670,170,125,596,267
521,109,33,406,43
527,145,119,391,99
459,103,42,529,153
515,66,71,436,259
445,92,105,417,173
463,192,142,494,218
456,102,6,514,116
483,177,151,386,106
533,148,158,347,226
404,89,62,390,155
460,95,121,341,205
566,141,138,549,292
466,80,77,340,175
508,123,65,378,205
455,73,2,481,201
557,144,130,504,179
631,170,128,581,245
519,149,139,416,175
464,115,120,450,153
686,207,220,295,286
707,197,185,415,278
688,107,204,340,110
448,103,37,493,232
472,98,115,235,132
303,111,207,339,332
515,116,68,535,90
662,208,207,420,257
856,248,161,356,285
523,192,92,335,159
543,143,132,492,217
542,100,105,402,129
691,207,140,390,109
576,121,46,480,237
468,56,63,468,187
508,121,86,448,145
500,81,117,209,163
651,183,75,506,202
542,85,123,401,221
497,85,78,429,167
568,244,139,527,232
652,197,188,409,256
683,148,51,442,253
510,76,67,351,178
544,142,137,497,137
530,123,55,459,146
507,198,130,398,186
857,139,102,327,139
647,193,51,462,103
676,301,224,364,332
493,114,114,414,169
526,118,168,417,257
485,65,141,422,203
739,135,176,581,265
530,129,141,479,280
593,82,141,360,191
466,96,148,389,189
614,127,61,430,152
631,174,190,321,277
636,184,104,459,85
379,146,155,488,130
653,83,116,578,71
643,202,178,571,232
605,181,86,433,258
689,180,100,580,210
633,240,176,474,154
742,318,186,643,294
486,120,84,547,146
433,85,53,379,118
447,70,24,257,238
477,163,139,485,175
599,124,156,352,74
492,114,163,505,268
457,96,23,411,138
477,125,111,512,220
431,157,116,310,195
668,187,160,427,226
536,102,80,420,168
510,136,205,451,96
906,156,150,458,155
601,121,76,449,200
462,110,98,392,189
426,111,104,260,57
734,329,200,696,335
468,82,77,503,42
552,186,145,462,234
488,134,145,483,286
630,152,157,450,287
503,70,79,450,177
622,199,130,442,177
723,227,198,528,314
480,112,84,285,150
441,83,3,295,129
619,175,100,621,216
485,85,78,547,280
423,102,55,386,149
413,73,88,344,201
575,150,11,562,251
864,277,118,459,301
661,151,177,402,203
534,171,150,387,195
741,275,196,625,305
385,47,75,285,191
611,128,86,484,186
680,226,187,565,227
670,271,165,466,308
488,158,121,508,142
747,251,104,433,162
569,131,91,476,160
401,57,31,412,123
508,91,31,477,177
779,238,181,637,294
641,119,177,418,274
652,372,171,568,306
414,160,186,397,102
607,203,106,509,230
599,86,190,504,282
486,129,106,248,62
484,94,120,426,180
524,95,89,492,69
491,133,136,399,207
499,206,398,579,480
392,109,82,325,119
611,129,153,500,266
451,117,89,371,270
395,92,96,412,268
511,214,125,466,141
516,109,110,281,56
809,228,172,586,288
458,60,83,303,89
477,146,33,413,121
556,201,132,396,214
608,210,213,620,336
626,175,188,477,183
793,251,130,589,292
531,160,140,367,208
527,122,81,412,118
473,108,85,426,200
1022,191,133,647,239
707,146,94,520,250
500,94,67,262,189
492,109,110,523,173
423,68,94,532,129
514,87,134,321,157
422,113,109,481,169
368,82,121,480,200
467,77,81,450,183
516,106,90,521,176
622,136,154,255,113
480,57,114,216,190
456,78,111,247,160
443,193,174,489,282
973,217,170,532,159
606,169,151,489,222
460,108,48,329,74
575,139,191,427,250
706,180,93,617,66
669,176,128,468,150
411,94,65,353,123
532,125,66,419,217
936,263,156,528,127
585,78,197,295,130
518,139,16,482,215
561,155,138,527,179
507,147,155,355,85
673,175,130,572,185
489,192,138,510,88
429,96,93,430,119
511,78,110,436,158
493,88,119,224,136
513,200,120,474,185
695,163,162,625,236
390,109,76,275,135
605,142,128,484,186
712,215,107,437,126
628,155,107,542,228
353,67,109,420,90
635,143,192,348,186
448,80,137,402,99
538,164,60,438,88
914,371,191,544,256
560,122,115,516,218
436,121,89,428,175
719,130,164,496,250
757,151,123,521,209
984,284,203,592,289
440,172,153,399,196
643,238,213,450,168
611,152,194,519,298
436,101,146,430,35
584,200,29,527,246
430,56,89,219,110
562,162,152,449,187
548,109,25,399,120
403,78,99,386,157
457,138,100,569,261
507,79,11,375,89
523,114,104,407,209
946,248,180,520,289
555,101,146,290,191
428,113,111,401,165
523,145,93,413,158
449,112,127,458,153
547,235,185,609,314
573,159,45,457,195
501,63,70,629,148
592,145,115,289,255
511,141,91,472,171
619,142,139,309,204
640,284,152,499,200
523,218,180,451,190
484,89,133,263,161
477,94,87,240,193
976,243,112,559,258
476,97,78,409,164
642,206,60,563,255
509,150,81,531,187
873,292,181,398,171
522,118,183,396,230
639,169,165,633,170
523,156,110,385,225
629,111,126,406,225
430,106,95,513,160
520,92,98,436,117
463,154,87,555,152
478,139,107,500,163
604,123,172,402,165
567,138,144,398,109
398,151,103,392,185
574,128,135,424,167
538,210,133,697,190
564,167,102,398,76
472,113,121,410,160
478,79,111,339,136
549,138,99,434,152
691,160,112,243,244
500,116,75,490,276
488,133,118,393,219
537,108,469,111,629
939,213,143,557,257
533,248,171,534,253
905,380,173,585,310
420,212,217,712,404
554,123,122,341,109
444,48,125,315,182
507,111,114,501,250
421,70,358,118,630
744,392,230,538,253
627,195,29,366,167
400,133,144,494,182
510,124,154,495,173
578,161,140,421,123
562,130,159,208,241
476,107,117,502,190
488,137,115,428,21
646,112,57,393,131
548,102,76,448,156
517,284,299,173,273
584,106,57,458,161
526,149,93,528,207
530,133,156,434,229
490,149,101,355,219
580,111,87,391,145
570,161,111,493,199
562,101,57,262,197
517,148,133,432,187
633,215,144,602,280
692,138,117,533,236
716,215,184,430,275
563,141,87,330,166
434,110,110,391,139
684,209,109,484,32
551,119,123,531,263
751,218,168,463,251
530,117,66,492,229
512,55,83,391,151
497,197,151,473,203
435,88,67,391,147
570,124,58,375,240
423,71,73,222,134
475,140,156,483,235
692,130,128,464,196
831,217,154,447,171
655,141,119,245,200
500,133,158,303,171
643,166,103,461,136
520,114,97,421,86
543,216,123,528,241
499,161,98,471,208
457,93,72,389,127
403,118,102,323,174
550,144,64,367,206
553,157,100,488,158
769,205,146,534,297
391,148,150,358,156
497,158,47,434,176
646,205,145,576,293
626,105,153,499,151
