"FS","SS","FL1.LOG","FL2.LOG","FL4.LOG"
439,79,126,544,257
763,160,174,601,292
472,80,503,224,697
439,71,171,546,239
495,139,129,644,224
496,85,437,175,677
336,54,125,599,274
607,92,86,652,237
541,94,177,628,263
531,89,147,618,220
590,109,178,548,187
585,117,172,599,252
551,133,201,653,323
477,76,124,618,260
620,227,147,633,269
488,83,144,417,137
318,98,184,571,222
491,108,157,535,226
571,116,131,626,250
806,234,190,749,352
726,232,211,633,281
307,103,419,261,747
523,79,614,29,780
534,119,712,284,784
581,116,144,607,214
568,103,126,447,176
513,60,650,151,647
717,122,111,695,299
445,95,146,558,214
372,98,112,624,238
521,66,123,623,295
842,170,169,687,352
641,86,169,543,256
560,86,127,494,159
393,50,416,81,699
490,59,105,596,243
483,70,144,597,270
402,103,181,571,276
540,87,127,569,220
637,130,156,695,294
488,72,101,582,204
343,127,226,612,175
501,94,170,558,278
464,81,157,588,114
473,95,128,573,162
541,116,163,566,249
300,125,148,660,290
313,86,473,246,753
545,124,160,599,281
481,117,113,582,145
463,117,107,601,175
498,87,93,575,225
520,82,156,637,278
566,223,175,586,274
684,110,156,554,239
444,87,146,570,194
437,75,127,595,163
688,160,246,637,305
643,98,131,565,197
663,175,180,630,320
560,114,154,549,228
951,175,177,605,305
349,44,460,29,642
530,92,134,597,128
477,70,69,568,256
692,109,144,613,245
917,293,234,725,350
771,181,166,667,216
658,134,174,644,331
758,189,195,695,297
412,72,65,608,167
483,70,161,591,250
596,106,161,556,77
739,194,210,586,277
467,84,138,553,235
594,88,115,603,290
770,172,149,597,278
398,40,246,26,624
576,159,104,661,313
577,108,174,610,209
752,133,148,672,292
552,125,194,592,267
461,80,137,591,233
384,106,167,633,258
510,146,134,567,253
504,109,460,262,693
425,89,125,557,204
435,72,478,150,665
545,83,163,421,161
496,102,526,254,738
548,65,526,199,793
468,101,106,617,33
444,61,169,573,189
595,113,205,650,210
340,82,173,526,201
518,65,130,477,162
661,173,260,653,278
543,110,87,578,250
334,77,160,538,9
468,87,596,227,767
361,82,116,635,239
474,108,135,520,127
887,144,201,614,350
519,122,402,293,624
574,138,224,445,251
583,98,194,615,325
428,82,105,575,161
415,330,416,550,572
707,110,198,552,291
466,164,405,550,568
794,228,200,698,350
494,92,129,635,208
328,142,170,687,310
573,89,123,599,246
449,80,585,371,755
563,98,167,552,245
619,157,218,650,413
937,161,213,620,346
299,121,206,646,304
655,117,170,624,294
915,137,210,667,320
488,84,188,618,262
503,322,320,216,363
442,211,254,754,378
435,110,553,322,777
604,120,130,536,245
600,142,164,668,243
590,163,180,619,240
416,73,655,261,716
441,120,126,566,275
539,91,141,520,210
721,127,175,578,254
620,111,137,616,196
510,95,90,591,190
424,100,104,558,230
639,133,124,596,248
464,132,142,528,15
400,87,123,636,260
795,235,235,660,325
530,103,176,605,219
538,117,129,644,248
332,102,129,579,284
470,178,184,791,427
502,70,173,507,194
571,79,105,599,266
753,220,189,618,364
735,184,143,579,206
527,95,469,341,768
530,96,191,592,217
434,85,109,649,265
370,81,136,590,259
581,144,150,543,218
611,140,164,564,239
472,127,150,667,308
346,75,503,247,733
677,134,194,612,293
480,67,87,599,143
626,127,194,613,242
303,63,75,182,206
562,100,160,629,245
532,83,137,605,281
476,104,81,533,137
560,100,133,638,258
524,103,135,529,187
629,118,138,617,250
406,64,159,570,72
432,57,368,229,702
679,170,169,619,299
608,118,256,621,386
539,184,222,650,265
526,144,102,667,276
577,160,174,581,282
934,213,220,688,342
489,83,109,593,244
498,102,169,571,214
518,79,96,642,313
415,102,86,641,168
510,116,288,270,347
617,183,165,589,252
518,84,148,604,253
474,57,492,142,765
368,92,170,554,238
710,114,189,673,286
640,229,291,263,299
804,141,166,611,268
665,101,168,697,335
719,167,186,711,348
475,127,120,576,163
822,145,214,614,299
833,144,159,612,230
411,61,113,490,206
338,66,637,155,751
672,165,167,601,311
731,196,129,595,226
647,92,151,586,204
863,140,186,633,274
564,90,126,646,242
610,202,140,619,272
499,83,123,626,265
515,107,148,628,226
552,82,160,669,308
620,153,135,631,308
401,82,153,654,287
605,215,186,688,321
498,84,64,527,243
732,129,190,658,276
432,88,120,563,269
505,142,170,716,302
472,84,147,660,218
712,221,239,737,354
563,128,122,674,303
590,120,151,618,238
845,130,129,627,230
455,85,120,608,285
381,98,212,614,193
607,207,378,292,249
617,119,116,563,247
696,184,216,699,266
524,82,177,645,256
843,140,183,636,276
629,107,176,632,259
943,215,234,683,307
472,84,181,598,217
544,112,625,220,772
717,268,185,705,345
602,121,155,535,104
447,186,212,626,257
458,171,175,548,234
353,79,624,368,761
826,189,189,749,378
733,121,101,649,269
569,78,110,601,268
335,58,423,531,567
510,127,573,209,765
495,229,403,587,722
366,74,95,550,273
577,244,243,744,368
827,177,193,710,277
511,74,404,227,698
567,148,192,626,265
368,98,201,666,282
821,236,313,381,501
401,56,612,116,739
865,164,209,631,306
540,139,157,616,224
964,146,163,648,292
438,117,187,596,161
546,211,216,519,260
428,123,137,604,232
838,236,245,679,272
556,132,126,713,310
453,115,167,647,325
440,87,133,584,225
435,119,175,656,241
684,234,188,641,282
489,82,117,569,252
484,71,148,552,231
292,221,351,477,595
604,113,226,576,246
536,108,141,634,224
552,65,156,476,184
374,114,152,602,270
506,144,152,549,236
507,82,137,609,300
624,150,141,586,225
776,261,182,628,319
358,76,142,526,141
529,78,107,606,182
381,105,140,578,260
475,71,190,569,243
524,111,121,596,216
715,289,239,675,339
485,68,100,524,105
521,198,180,632,301
610,117,149,521,257
483,90,137,652,322
554,101,219,533,212
454,134,131,591,253
475,87,138,559,257
436,111,117,546,255
551,132,154,592,282
639,105,90,602,175
345,60,155,589,171
397,104,92,581,163
472,86,138,535,124
311,202,278,265,320
479,66,97,672,284
520,169,159,639,257
479,95,164,589,243
473,73,134,573,275
414,151,144,652,265
721,209,206,739,379
688,264,226,473,353
498,98,74,481,256
449,101,126,651,170
458,82,135,532,193
357,74,126,562,274
959,162,164,699,286
439,125,130,678,234
827,277,230,726,326
451,71,442,218,711
401,114,149,549,214
565,152,212,723,302
427,101,176,610,271
295,91,322,351,471
637,219,245,653,318
459,68,38,493,163
554,103,118,560,220
547,80,99,590,276
455,61,603,373,768
429,81,95,616,185
491,76,137,596,216
655,122,165,614,277
663,130,154,646,287
527,174,159,672,252
519,92,104,598,297
458,67,50,580,262
556,176,184,592,259
506,120,118,572,275
362,115,155,585,259
671,193,97,583,188
428,54,458,361,718
473,162,133,651,315
421,79,101,581,145
487,106,169,575,182
437,80,162,641,252
615,316,388,485,508
666,142,219,676,337
310,53,192,616,275
412,83,107,462,154
290,110,384,258,518
534,182,142,582,254
527,111,161,617,183
511,126,125,570,273
574,81,155,451,241
443,99,233,554,248
462,128,457,246,644
528,150,108,571,211
534,101,111,595,270
421,169,134,670,302
386,65,289,207,821
784,108,149,656,255
641,146,111,611,253
586,108,172,570,213
535,97,93,602,260
522,76,115,606,99
609,88,213,725,295
741,161,133,700,289
507,108,128,586,94
693,115,169,577,273
802,138,166,641,233
808,163,179,714,344
515,102,106,647,316
682,118,141,590,272
536,116,72,673,253
425,123,153,683,271
831,282,210,663,349
459,81,568,197,809
445,80,544,340,771
790,141,122,581,207
636,123,158,598,315
715,130,182,695,355
560,160,192,624,299
660,107,576,60,745
389,62,629,125,743
368,114,98,540,84
565,98,169,530,238
514,87,167,585,292
520,76,97,529,233
576,117,181,615,236
558,147,163,654,280
466,91,163,617,221
510,110,158,643,219
642,98,151,599,177
680,187,168,537,249
668,139,230,671,310
625,102,137,621,261
489,103,146,627,183
507,149,188,636,269
778,169,249,695,320
479,134,116,599,225
354,175,278,233,62
592,235,187,517,317
492,151,135,614,249
467,129,566,292,700
953,187,244,709,341
455,100,128,628,218
529,107,112,627,281
370,110,362,556,596
714,232,218,212,317
791,185,196,694,304
439,86,171,626,206
434,79,68,559,175
534,82,102,616,299
453,145,132,614,291
442,97,98,609,258
464,110,630,290,844
601,98,171,548,183
414,91,589,351,747
337,57,289,535,288
600,97,143,632,240
560,148,162,616,250
512,99,86,547,172
903,240,257,680,345
580,127,158,537,247
501,140,147,632,261
610,168,190,576,231
502,76,113,586,279
797,149,156,612,167
363,224,410,547,561
371,119,425,487,769
577,129,132,622,219
463,122,204,581,278
580,160,179,712,310
435,85,117,584,170
821,725,428,563,637
440,79,163,391,166
511,140,185,558,303
524,117,197,635,36
460,75,105,628,258
629,129,156,640,313
502,75,425,145,669
876,170,184,590,257
455,115,128,610,298
402,60,534,72,688
593,105,89,523,236
560,91,79,565,187
693,83,167,594,239
482,109,129,564,206
535,93,134,589,207
391,113,126,603,211
335,38,339,219,551
482,100,105,656,271
371,99,202,519,212
432,62,647,237,777
485,90,89,579,151
392,74,188,597,203
558,165,148,653,282
455,73,143,562,284
392,100,151,574,222
610,215,234,657,419
385,132,181,618,260
760,231,268,662,306
437,106,138,585,217
462,64,20,548,143
663,159,150,669,294
486,131,181,585,23
551,119,186,660,310
404,144,370,135,701
423,82,139,548,262
675,160,161,682,337
560,112,732,297,783
505,145,175,710,303
823,213,208,683,308
811,207,232,713,367
634,195,163,687,334
524,102,138,598,280
909,138,171,564,301
504,92,137,625,228
500,135,167,623,257
482,87,324,205,738
518,136,174,557,209
460,77,102,568,108
853,177,245,749,395
565,120,141,572,215
571,113,156,618,233
613,105,102,569,215
407,118,164,656,207
603,349,316,237,383
655,131,187,553,136
379,103,103,641,284
462,90,77,593,272
378,48,553,59,697
443,76,126,497,62
475,99,96,601,168
442,93,143,560,170
464,67,134,553,264
825,160,63,633,267
589,73,106,608,310
380,79,128,550,217
569,151,217,634,293
523,131,110,587,256
603,139,206,613,395
503,56,129,571,201
507,75,203,669,253
634,105,162,598,241
930,172,239,647,290
428,87,168,572,283
516,74,131,540,254
476,73,143,548,242
566,102,183,560,229
640,119,166,613,251
469,116,127,695,344
707,161,155,632,283
422,55,51,572,75
434,86,170,513,181
672,288,273,347,252
695,159,222,683,341
663,199,224,704,331
681,192,163,649,243
892,235,224,719,347
651,76,87,566,156
460,101,66,541,96
528,155,196,617,238
641,119,176,621,258
562,133,183,678,287
837,164,148,687,346
357,71,535,245,783
668,154,158,595,324
715,601,284,531,354
403,102,179,624,246
658,85,145,539,199
423,63,117,515,147
520,103,134,532,247
670,97,180,616,164
716,111,194,647,311
443,85,152,607,218
498,86,157,523,194
537,88,109,549,259
306,65,127,570,225
598,165,253,641,351
571,160,76,619,215
659,111,205,548,266
523,117,145,596,197
438,116,122,587,229
642,143,201,650,314
459,168,591,420,848
518,115,186,557,222
809,236,188,718,385
503,102,138,548,192
592,93,191,652,167
564,94,116,658,283
495,116,115,540,107
615,112,181,610,253
641,190,167,527,275
494,115,192,648,280
643,193,150,603,216
619,123,104,614,193
523,116,173,630,198
601,143,163,530,269
553,100,121,619,218
472,132,114,538,188
529,127,119,710,323
415,88,122,522,82
523,200,182,549,285
624,225,197,607,256
805,194,186,684,348
303,42,521,131,765
358,85,618,191,820
613,108,150,630,243
595,177,194,621,271
571,152,174,601,123
475,95,438,119,675
584,108,139,626,270
549,89,157,519,237
586,104,123,613,282
553,237,257,726,358
596,172,148,572,209
825,129,151,629,241
373,56,529,248,733
825,223,220,700,346
417,42,547,148,638
427,139,191,644,310
599,106,138,611,218
389,131,180,655,225
284,157,404,578,590
909,169,131,691,292
410,72,650,178,731
620,208,218,532,204
397,80,425,120,732
642,118,143,688,301
489,80,119,590,246
593,210,221,592,330
617,181,247,668,350
851,124,181,576,247
666,162,165,654,332
792,191,193,573,265
504,87,124,525,206
406,99,144,625,231
725,141,166,645,169
510,88,114,583,255
934,324,237,650,333
583,109,146,580,259
802,122,216,529,88
637,195,202,634,324
402,67,401,151,690
526,106,111,589,164
555,128,142,685,329
414,97,112,544,239
1001,234,224,690,368
405,72,146,605,201
497,124,175,616,269
937,136,189,661,276
439,109,119,606,256
423,244,267,270,310
645,256,197,655,331
419,92,163,639,137
559,101,455,185,855
588,85,134,468,86
828,265,388,661,615
463,123,695,233,728
549,173,175,659,257
606,67,113,492,191
385,97,192,520,259
677,68,164,584,226
579,231,176,638,296
391,121,92,584,262
595,84,150,557,171
548,114,162,645,172
1013,311,395,692,542
422,88,198,599,263
489,104,162,574,234
585,110,173,577,175
448,86,130,563,223
625,170,213,717,385
447,123,121,654,248
405,95,664,451,798
608,64,30,566,213
719,270,185,622,270
590,91,131,588,206
499,129,185,517,211
409,68,116,541,241
764,193,216,647,343
381,52,190,559,73
424,60,443,238,713
445,87,119,595,245
719,196,226,639,355
475,129,140,693,277
601,118,144,629,278
884,155,195,674,321
751,161,188,728,342
667,107,170,588,273
441,111,154,628,178
476,89,501,251,725
580,78,161,557,233
521,129,158,599,261
754,214,211,668,284
636,142,123,551,213
541,84,160,543,118
319,102,347,510,517
535,90,171,593,266
325,154,227,160,303
621,149,207,625,268
724,143,200,680,348
515,77,120,553,235
538,130,232,627,325
540,91,122,598,180
777,143,198,664,306
575,173,183,611,222
880,318,210,776,390
719,106,167,642,293
839,213,199,711,333
791,110,181,681,288
461,178,351,343,508
512,120,153,627,273
528,113,133,671,246
573,138,234,619,240
581,138,104,557,233
632,88,113,624,261
454,135,157,603,195
440,73,453,127,712
542,131,180,592,212
821,153,199,701,298
806,154,154,637,307
479,121,150,495,211
312,156,353,458,492
503,360,299,400,510
309,82,37,294,135
633,172,179,652,303
412,96,506,333,817
560,100,107,607,265
457,97,450,206,756
341,59,155,601,261
394,134,277,451,463
683,113,147,325,222
442,52,162,521,246
592,125,182,675,278
883,244,304,764,348
554,94,117,601,173
714,141,177,636,160
723,253,201,733,314
647,136,147,623,249
722,94,105,632,162
490,118,531,224,710
671,104,163,624,215
513,96,27,547,218
507,368,407,209,388
419,84,156,596,245
567,88,100,577,227
1020,142,191,687,327
483,106,90,632,265
942,140,182,678,351
732,166,241,607,370
885,233,178,681,322
769,205,175,681,290
401,56,103,540,116
793,254,312,206,449
643,107,24,604,188
574,151,119,647,133
524,112,121,565,243
675,173,200,649,256
405,150,209,585,218
677,112,190,708,232
583,122,162,536,223
593,130,135,640,210
507,96,111,549,249
671,90,114,605,191
687,138,217,586,297
520,102,161,568,118
426,275,393,473,551
516,116,159,687,328
396,129,232,707,272
590,109,173,629,230
413,87,61,515,217
910,172,169,672,345
462,89,136,602,304
320,131,204,137,283
481,109,137,623,249
529,148,168,661,274
409,82,140,590,191
569,86,108,531,215
761,182,216,676,301
473,106,119,632,279
387,145,238,458,328
607,261,281,719,342
612,143,197,642,327
599,184,628,578,697
464,93,132,619,213
518,147,104,577,225
619,119,149,578,188
345,72,137,610,288
840,174,194,662,331
460,100,155,612,207
639,78,148,527,235
874,219,223,637,300
783,185,184,701,344
444,90,192,531,270
498,99,368,360,732
514,110,129,587,253
737,177,115,535,208
480,356,361,334,507
495,89,158,656,258
761,214,257,666,377
417,76,559,104,691
496,143,134,573,216
535,99,198,548,241
523,147,131,601,275
662,142,159,629,267
473,82,162,607,260
430,82,87,583,160
666,126,302,601,427
689,152,128,636,259
530,164,155,672,324
854,177,216,649,296
453,51,483,193,711
497,119,160,663,281
640,155,197,681,324
432,77,119,672,264
522,65,107,554,218
479,116,148,603,233
448,60,95,588,212
669,134,243,679,367
506,94,142,558,69
626,143,206,646,329
429,73,547,153,795
581,120,52,658,294
626,114,120,608,200
552,118,42,569,263
450,106,136,624,265
444,89,146,598,228
294,148,379,525,596
751,333,387,551,507
632,122,141,510,264
754,304,233,673,237
589,68,116,550,190
507,87,123,580,200
454,115,593,338,747
406,147,100,592,74
548,108,157,608,244
612,127,135,634,131
496,127,149,501,195
528,81,77,380,16
587,122,179,523,184
785,164,216,657,288
471,148,192,667,285
403,65,120,563,240
561,159,125,588,257
430,73,450,275,766
398,95,146,616,163
725,115,173,641,271
552,89,129,563,265
329,173,400,407,559
535,177,172,629,183
526,123,129,602,256
468,68,129,575,194
512,76,110,555,225
399,87,162,577,243
515,120,100,601,236
734,255,250,707,342
614,116,124,583,241
758,278,237,541,324
531,88,120,584,243
390,70,443,172,786
623,175,182,643,322
615,116,192,612,316
337,67,91,529,212
460,129,158,80,136
343,48,587,351,712
715,104,163,632,330
725,129,176,629,240
590,117,157,603,263
577,156,438,265,757
514,90,146,609,138
642,124,163,620,242
372,87,108,583,215
636,116,163,547,224
513,124,223,627,285
460,77,88,553,227
470,102,405,202,695
537,134,126,555,263
845,296,209,222,254
516,116,157,626,299
902,137,91,653,282
348,59,355,142,581
537,61,102,551,125
441,109,147,630,299
308,119,184,523,152
501,84,127,674,321
799,135,190,709,309
555,125,494,313,771
529,105,99,612,218
318,48,469,223,711
465,135,186,196,237
722,192,232,583,212
587,80,571,304,721
377,63,528,184,781
493,88,106,617,245
925,223,199,690,202
373,68,116,492,160
717,189,221,685,327
909,349,326,823,448
827,260,282,680,385
508,189,501,643,680
678,171,119,608,196
736,145,174,602,298
492,65,103,631,283
461,122,162,597,266
503,122,126,586,225
301,72,100,482,144
530,100,111,626,288
421,113,144,535,256
562,102,146,593,245
755,150,147,597,303
362,161,208,203,203
671,115,57,609,294
505,79,151,515,145
519,77,82,557,207
399,63,99,493,83
929,277,238,762,369
567,92,112,591,262
594,153,137,691,288
436,85,131,551,220
452,124,163,586,217
617,140,106,620,287
335,55,503,166,716
627,94,164,628,255
509,101,164,550,189
450,87,141,609,186
430,143,135,529,202
603,127,156,635,257
563,98,106,639,207
690,186,198,552,269
390,164,353,455,537
604,171,222,608,191
704,149,95,652,301
579,152,135,556,175
607,158,146,574,300
498,88,145,595,244
382,106,443,396,469
580,67,118,608,247
658,268,233,782,414
373,83,105,560,250
696,187,150,706,334
449,123,175,699,255
577,118,196,633,306
392,114,127,484,194
612,82,81,553,196
669,172,208,631,325
933,209,155,642,285
721,73,148,624,234
644,149,173,681,265
475,108,115,596,221
522,115,162,492,134
438,112,88,646,272
667,98,153,615,285
614,87,129,632,264
489,103,124,563,277
375,149,241,729,362
572,77,111,623,259
534,110,133,568,194
592,102,147,553,220
759,101,173,660,308
606,89,129,586,175
766,155,213,696,294
524,110,125,523,277
541,112,47,522,221
506,109,163,600,234
397,130,159,701,331
292,143,268,491,449
334,60,389,330,651
559,114,151,615,246
445,128,117,563,190
313,102,241,219,109
548,138,141,663,280
661,185,172,654,261
464,111,136,663,263
515,124,174,573,222
475,81,151,613,163
419,117,140,558,145
638,126,234,630,297
834,456,222,664,314
446,153,248,596,322
522,111,105,617,250
694,226,179,672,308
615,128,105,514,244
639,164,172,685,279
620,172,233,726,377
644,101,145,573,276
732,183,186,635,279
582,84,470,332,731
620,164,185,688,297
456,61,80,572,147
538,85,163,641,163
431,85,135,522,181
939,228,245,734,308
772,129,148,618,284
397,107,165,623,307
436,95,154,614,214
385,88,124,541,235
708,104,130,589,175
664,121,158,535,234
503,132,178,671,309
573,68,606,276,755
536,146,110,621,234
378,67,126,541,224
594,137,170,527,241
448,104,197,630,178
749,106,197,659,314
562,168,195,610,285
527,119,144,622,242
520,146,205,687,343
562,169,198,706,342
605,179,189,646,195
441,277,337,260,363
675,89,95,669,295
715,82,157,541,278
551,97,584,495,697
985,266,292,724,377
546,98,157,555,283
634,175,159,610,255
555,159,187,632,254
391,103,100,603,219
448,98,104,580,228
326,90,172,215,227
775,176,206,695,351
544,76,148,578,209
556,110,139,580,208
622,138,104,572,224
430,73,146,550,181
918,380,365,756,388
806,207,225,642,335
357,91,187,565,183
487,106,170,629,290
470,112,177,632,261
604,282,271,736,403
473,107,118,539,231
847,185,178,696,328
503,116,142,545,208
522,140,162,600,308
544,78,163,589,245
449,82,140,575,281
661,126,151,613,284
744,142,192,695,378
656,201,217,575,276
512,102,144,637,281
931,166,196,640,291
875,177,244,662,314
482,70,148,531,227
442,75,111,595,189
493,80,128,510,66
610,146,183,625,232
718,131,211,641,273
499,107,126,552,185
545,120,138,548,51
473,69,88,463,159
655,208,156,665,277
546,94,157,635,212
522,103,80,630,262
357,62,92,586,271
572,129,158,680,331
515,94,154,523,243
839,129,203,652,311
591,144,173,700,342
444,74,542,167,756
374,103,100,649,208
687,191,230,676,364
553,162,149,695,315
648,71,126,589,206
327,52,116,205,226
326,136,148,662,248
731,132,115,665,322
432,106,123,609,125
467,84,112,620,220
520,152,193,690,309
382,99,163,606,220
714,145,182,617,293
552,107,168,644,296
326,38,89,389,179
488,140,179,650,232
618,125,144,605,213
388,79,468,217,767
701,398,254,242,288
957,161,170,666,295
524,73,122,606,233
727,182,199,622,296
488,162,172,672,278
302,86,346,351,355
606,104,168,642,281
442,133,126,548,236
441,96,77,576,207
354,209,185,149,275
505,122,144,676,313
639,110,120,636,202
334,66,86,552,192
448,85,118,525,212
724,251,145,678,292
468,404,392,314,438
443,119,173,617,301
479,107,114,663,189
681,92,127,598,171
590,77,179,564,274
489,66,128,624,252
420,91,73,546,157
619,86,161,490,215
550,103,186,600,215
711,243,218,230,288
450,86,82,565,165
536,77,119,566,179
678,102,150,651,331
665,160,84,650,285
577,109,137,654,231
797,105,247,561,260
685,123,152,661,170
434,103,177,608,250
507,81,172,518,187
552,109,108,676,231
845,137,164,657,330
754,222,248,700,275
447,62,123,581,162
747,155,170,648,272
470,85,128,583,250
566,148,99,634,268
488,94,184,657,313
377,69,179,561,213
518,86,103,599,265
594,141,237,662,331
768,180,176,683,288
481,66,65,506,153
504,130,156,539,264
587,83,177,579,189
715,127,182,622,252
718,123,200,601,256
782,239,258,614,284
445,87,105,602,288
389,66,621,226,761
460,61,150,475,281
628,145,172,686,276
539,99,128,544,246
587,114,189,617,236
820,206,227,687,393
574,96,144,621,153
608,100,166,612,267
443,72,517,119,695
475,117,146,632,227
816,237,213,697,312
485,106,137,633,287
537,77,174,622,222
590,114,151,643,243
707,134,61,671,255
533,96,188,594,241
551,100,88,664,235
317,36,19,416,213
747,210,223,665,333
463,61,130,608,165
969,320,251,758,416
539,94,172,667,290
637,150,187,716,355
673,195,165,661,273
387,78,353,384,610
456,85,128,688,235
524,139,135,668,285
956,295,217,741,315
476,97,150,499,110
556,115,161,618,231
408,50,70,588,71
858,313,214,686,306
383,72,472,180,765
598,142,183,601,218
503,116,161,627,220
565,237,179,552,334
532,153,188,651,284
467,92,115,589,247
892,337,247,723,366
527,266,350,290,260
764,193,203,654,332
332,37,528,179,722
552,104,134,607,235
600,83,140,599,247
395,42,93,283,237
940,231,212,726,323
509,272,363,285,302
538,118,160,704,288
378,76,73,192,215
458,98,140,605,269
588,101,189,654,162
490,101,168,619,334
379,71,545,298,769
386,131,235,606,144
422,81,144,567,235
544,87,160,564,196
668,167,217,627,255
504,58,125,493,177
351,73,149,590,226
592,150,173,550,217
530,140,197,613,276
646,160,204,570,288
590,113,152,564,191
459,98,121,529,48
361,64,138,598,185
506,91,68,591,224
561,106,82,581,201
590,189,155,715,310
776,139,191,590,256
622,127,187,615,257
950,368,297,729,383
832,203,162,656,278
778,152,223,632,336
547,160,209,719,306
770,210,247,673,440
469,72,105,629,188
603,190,169,658,286
432,120,153,629,329
619,129,174,651,299
555,70,114,560,90
405,117,179,634,282
445,84,151,676,302
403,75,128,622,221
573,138,114,634,264
753,103,163,612,218
465,82,106,522,181
715,267,242,693,294
589,236,203,669,305
582,157,206,661,282
573,118,123,603,255
544,137,147,639,119
587,113,146,648,234
677,195,211,708,355
479,98,144,606,155
622,145,108,665,315
451,94,132,690,289
724,144,194,592,295
715,137,180,691,347
484,260,308,330,345
800,114,174,638,274
445,90,154,612,217
881,151,189,613,276
687,187,182,694,353
411,103,195,559,153
583,110,159,453,208
