"FS","SS","FL1.LOG","FL2.LOG","FL4.LOG"
307,105,475,82,515
317,97,95,365,217
222,111,516,49,517
309,77,126,11,170
370,131,172,490,279
628,473,252,361,335
556,457,265,485,313
268,79,134,356,47
308,78,304,188,188
503,263,218,455,189
229,43,307,437,379
396,293,359,266,634
308,125,492,143,484
339,136,294,100,504
422,279,335,274,416
341,126,293,183,262
285,134,110,366,83
816,674,360,427,306
288,66,369,402,404
325,213,295,36,530
343,284,367,401,541
463,115,375,234,300
286,85,483,112,383
539,544,455,336,513
285,99,224,61,535
439,157,163,430,301
602,351,267,358,283
215,36,100,405,252
275,91,197,355,113
257,88,294,122,471
523,455,485,284,532
470,278,555,226,382
254,73,327,376,49
203,57,336,84,449
287,101,343,311,551
278,42,335,388,366
523,370,392,660,410
276,94,115,403,257
291,155,384,64,448
262,97,126,345,210
333,119,516,136,486
220,67,185,376,121
239,66,505,122,499
310,138,404,425,510
321,178,387,154,434
356,144,239,132,449
372,157,282,204,331
275,97,207,403,199
225,77,364,169,366
294,79,283,213,470
273,108,429,216,430
540,316,210,106,302
324,105,485,172,546
532,283,158,348,298
220,94,271,61,547
760,393,262,108,248
343,78,245,67,194
319,92,287,77,533
267,80,503,59,440
447,198,408,77,510
577,209,120,567,219
556,565,513,429,656
542,293,230,165,307
263,99,510,99,539
282,75,197,357,134
318,99,16,377,142
335,111,66,394,84
354,117,14,456,213
702,313,234,423,230
360,153,135,486,129
350,158,82,388,146
487,387,351,280,571
368,162,163,252,456
305,75,209,358,260
358,90,464,87,495
256,120,125,294,190
372,135,479,49,298
559,297,205,348,306
301,151,182,408,163
626,270,529,146,440
215,92,162,352,197
302,106,135,330,344
308,109,333,31,440
308,96,458,95,501
461,326,216,321,270
663,467,237,412,206
319,93,426,156,551
337,88,288,349,389
324,72,189,321,248
359,167,483,132,480
647,355,236,353,289
225,63,443,130,550
276,98,421,451,355
662,646,214,370,353
568,235,284,352,233
293,66,406,142,545
476,257,277,315,214
371,175,586,176,577
254,105,439,136,494
514,524,507,326,688
849,666,280,439,309
275,84,90,345,196
774,524,262,435,119
319,139,215,134,481
646,661,483,340,645
296,195,44,313,218
268,89,168,293,248
391,105,80,113,388
369,147,173,446,59
270,74,337,341,414
498,428,382,393,327
384,139,160,290,320
314,88,195,387,267
608,343,185,517,263
255,54,378,42,468
398,125,497,70,509
352,130,380,185,478
286,84,23,271,159
284,69,481,64,489
263,70,27,365,260
312,140,415,97,503
304,99,492,130,487
279,92,504,90,538
301,145,305,10,520
369,119,204,480,161
336,111,407,96,475
285,89,141,384,212
308,102,97,318,76
250,69,411,60,513
455,320,192,423,271
600,440,239,367,293
275,117,135,384,273
341,72,262,120,361
262,74,419,97,493
310,135,443,122,503
880,392,267,124,334
350,156,338,79,525
536,277,388,28,434
370,143,84,377,225
385,133,509,83,493
422,171,469,139,345
583,613,572,362,712
343,286,359,309,436
252,78,335,124,460
300,199,372,445,330
302,128,285,364,44
301,109,199,378,315
505,331,101,35,282
507,191,330,32,463
357,162,335,26,351
719,483,128,390,351
751,713,250,341,94
684,391,227,580,263
270,92,330,96,438
337,126,45,429,302
205,75,492,111,518
351,159,281,163,500
264,95,539,110,472
393,309,290,448,340
318,159,177,406,102
392,141,167,574,146
263,99,432,167,436
305,122,159,310,194
293,84,110,346,67
240,95,452,3,488
593,294,191,341,237
526,254,481,163,551
287,106,282,231,299
243,64,415,73,546
276,121,39,362,102
490,378,369,438,523
383,163,393,119,559
253,118,405,62,584
288,98,65,372,147
600,442,573,279,572
427,171,8,367,165
375,142,164,430,148
326,100,395,34,502
287,82,465,74,478
334,77,372,289,346
305,66,376,181,435
325,70,248,350,244
289,102,310,102,452
475,322,179,318,163
223,76,506,174,443
222,107,109,236,404
335,130,83,426,132
270,111,427,98,478
282,92,575,166,519
251,78,408,53,529
358,127,391,170,523
490,252,551,142,373
272,109,513,171,555
360,103,533,111,419
232,100,188,479,148
325,124,25,396,220
346,151,83,523,57
310,102,306,343,209
274,121,556,254,493
251,109,256,122,315
337,179,364,37,398
259,105,374,153,463
282,88,584,80,465
389,166,459,8,517
316,91,75,353,282
225,99,242,257,13
329,98,244,168,488
347,140,35,388,125
701,348,131,333,168
287,119,413,229,427
320,111,529,220,516
254,103,324,423,257
360,145,494,110,477
365,191,237,458,310
319,101,261,377,250
216,94,412,63,560
386,191,442,6,482
399,125,293,86,409
342,189,257,336,310
347,109,346,84,278
363,217,387,129,545
245,95,461,117,468
621,274,493,95,459
509,260,268,318,335
271,113,378,3,534
264,90,138,308,88
275,112,77,311,302
305,76,329,265,365
293,90,177,333,217
601,353,217,392,216
463,253,514,49,498
307,70,436,385,251
401,132,512,78,499
441,154,508,121,543
305,83,113,327,291
261,133,370,43,460
664,362,236,507,318
295,105,138,361,301
725,364,251,420,329
212,73,64,385,161
301,96,432,122,508
265,95,402,11,410
324,129,222,308,135
364,136,180,145,486
285,163,477,154,491
446,417,509,246,579
320,111,168,372,85
316,127,438,49,570
238,86,363,135,523
270,128,125,363,155
218,58,513,188,561
660,516,211,289,143
252,77,463,181,452
278,49,447,40,556
260,91,550,138,518
238,79,406,99,505
619,319,274,292,234
338,168,392,81,554
337,263,463,49,611
257,116,350,122,583
314,150,422,49,540
331,97,55,357,229
317,79,352,58,536
327,110,323,366,423
327,127,370,87,459
300,156,483,111,403
232,108,299,195,405
367,136,465,193,502
240,67,343,130,529
301,132,249,67,259
234,125,379,256,371
404,188,307,79,497
819,534,266,350,209
373,122,539,159,495
386,192,175,453,67
292,91,61,368,207
696,336,288,493,339
731,376,313,55,596
514,211,430,15,510
455,230,299,398,368
243,81,147,265,232
433,172,223,15,505
285,96,88,348,196
649,340,121,407,373
303,95,126,280,47
346,121,419,49,488
397,165,552,103,448
499,170,544,78,460
509,360,242,391,242
738,357,265,452,327
235,79,256,92,389
285,79,96,312,83
291,124,293,254,326
210,99,336,19,471
310,160,89,448,30
334,134,108,393,143
449,368,284,407,243
212,42,204,238,126
271,92,8,365,116
412,160,379,91,350
360,189,519,225,438
355,135,454,150,411
577,396,219,378,156
401,148,227,397,167
362,124,314,270,542
458,243,431,380,473
234,119,53,364,50
389,295,398,133,579
404,171,403,151,444
207,57,551,196,487
326,110,169,408,300
358,166,192,429,149
388,114,216,4,492
873,498,257,519,261
302,113,262,24,549
342,91,241,479,237
344,198,520,79,543
276,73,389,74,468
629,467,316,406,172
340,85,317,140,417
323,146,445,175,312
258,92,233,318,262
427,281,248,342,267
321,107,76,368,286
309,155,243,4,440
299,108,445,144,531
918,832,535,378,687
320,85,431,85,545
240,79,113,379,190
422,211,388,62,390
257,128,410,30,547
259,111,106,351,147
263,159,300,214,475
286,115,50,371,37
416,175,341,195,492
287,116,134,102,350
651,252,238,304,251
283,147,466,140,496
747,547,293,590,189
540,329,286,473,257
570,359,237,314,250
317,117,366,70,430
283,121,395,143,523
358,274,307,28,562
525,132,307,92,510
314,108,37,397,129
257,75,251,80,412
231,113,386,212,419
249,93,497,131,527
293,121,201,445,68
233,77,358,67,243
282,126,111,387,189
254,64,378,178,437
320,168,235,284,231
308,101,103,472,48
642,179,409,77,77
503,288,238,373,261
373,195,601,192,543
499,325,365,391,622
239,100,323,66,408
299,76,541,66,509
241,85,209,369,243
355,114,52,417,214
288,103,454,202,523
559,251,292,243,383
357,272,123,418,289
727,463,122,357,337
277,99,247,116,451
212,53,200,405,3
322,57,41,377,105
306,95,186,441,323
447,242,545,220,522
337,182,218,426,361
246,142,42,323,129
320,131,297,174,487
286,202,187,376,76
339,73,167,355,167
365,115,435,132,468
373,119,407,177,510
262,78,545,60,435
283,113,122,343,71
596,425,219,449,354
298,88,347,227,523
334,148,464,87,552
278,116,394,125,457
331,124,464,84,528
230,55,444,93,457
734,329,283,378,70
305,70,410,64,528
333,153,78,79,414
355,124,485,89,398
346,227,328,42,411
345,174,432,40,484
310,71,74,296,197
287,151,479,84,497
263,74,366,106,444
793,399,299,231,38
475,174,398,137,477
272,79,348,77,307
260,132,311,120,502
243,71,337,14,542
237,62,97,316,223
227,86,423,132,521
398,167,162,527,252
654,472,195,375,109
310,110,477,45,426
711,292,117,320,279
246,92,448,226,516
472,221,616,154,514
265,148,353,361,441
349,113,258,126,471
292,67,507,146,447
298,110,115,312,336
530,157,330,1,215
379,75,470,219,519
303,211,150,460,44
330,159,226,274,280
288,191,308,307,256
273,93,536,102,493
334,98,392,96,429
248,112,128,397,91
283,88,386,34,441
332,74,539,33,483
510,426,364,200,487
492,445,434,317,614
281,83,392,32,517
232,72,333,6,547
275,107,451,193,501
351,106,121,453,202
233,84,524,70,474
485,237,366,101,498
336,128,335,241,403
603,371,208,585,241
346,239,143,477,249
692,352,292,127,331
408,152,370,104,345
483,111,517,170,517
288,82,395,113,538
720,401,208,350,210
231,70,470,92,525
291,93,197,226,106
269,157,491,179,509
219,68,427,186,441
248,78,385,7,518
342,155,279,425,325
511,290,479,146,525
247,140,70,358,333
495,182,607,165,477
293,74,193,380,181
273,73,456,81,519
312,111,234,439,138
831,629,320,436,273
278,94,287,132,505
264,74,374,135,485
748,276,219,627,223
244,81,424,22,529
433,402,478,297,585
345,135,395,133,541
446,314,253,377,224
496,174,192,464,106
399,356,558,293,568
332,112,139,344,179
281,88,409,4,506
811,399,240,358,158
500,224,392,121,276
278,92,401,61,539
318,125,363,144,537
263,59,238,367,14
263,76,520,88,544
219,105,389,151,523
433,136,321,140,574
210,69,22,331,159
516,263,565,276,469
232,66,523,103,465
413,160,265,485,24
235,99,311,216,350
330,253,349,385,308
420,322,412,350,501
304,96,342,27,373
194,70,421,329,374
322,143,44,375,126
686,409,257,439,177
321,127,484,178,477
276,94,500,215,479
340,90,491,29,408
464,339,311,369,293
263,103,368,94,494
649,219,318,125,537
297,90,317,141,526
348,175,351,72,320
222,80,450,71,544
212,79,402,176,362
248,127,454,127,462
646,453,282,355,288
376,117,364,674,404
269,94,451,91,519
265,137,60,387,263
548,263,52,315,216
446,156,192,431,227
532,100,502,266,443
229,89,233,366,113
576,160,432,141,507
303,67,396,46,488
666,341,264,379,196
287,101,446,138,451
504,417,220,384,64
627,399,245,384,306
335,263,403,129,579
332,146,196,422,146
366,135,178,414,267
302,112,409,57,361
497,417,221,429,137
324,240,467,152,606
384,274,380,61,496
277,53,442,64,489
295,68,14,378,169
212,80,395,27,553
395,128,534,214,478
279,89,171,386,170
290,161,134,338,298
283,77,417,160,511
449,181,577,87,451
301,108,334,75,453
383,256,165,427,273
292,88,480,124,557
217,57,413,68,455
371,118,337,86,419
341,149,14,429,136
303,127,126,342,263
254,137,366,481,446
422,234,190,427,275
390,140,131,390,142
227,85,463,97,514
517,290,170,375,245
324,207,245,329,285
218,82,508,112,495
244,101,276,479,298
290,145,311,87,304
273,76,392,167,548
268,78,139,294,349
261,65,421,176,508
344,108,275,128,305
846,798,520,102,468
250,136,382,92,540
257,76,527,191,488
275,106,250,369,164
278,109,47,341,201
323,92,195,326,260
288,95,362,74,548
382,296,307,249,305
289,158,372,5,449
278,94,149,384,9
191,67,421,23,515
214,78,364,46,538
356,190,578,87,602
327,115,424,121,494
342,105,188,149,9
355,190,76,471,191
371,141,383,138,457
285,111,189,324,59
335,209,319,139,482
297,128,456,164,486
214,74,519,6,497
275,86,399,93,440
297,84,329,279,435
256,79,367,82,560
231,59,253,345,296
373,104,275,321,209
350,158,420,66,576
271,91,508,157,491
295,166,192,360,163
438,107,124,424,270
306,90,367,197,534
608,243,169,520,310
259,51,393,122,489
304,82,445,104,502
440,263,164,313,25
695,383,329,446,308
401,358,305,382,355
441,206,529,136,254
359,111,379,101,533
698,583,241,442,337
773,403,262,375,254
282,96,455,24,557
320,128,202,490,266
618,543,296,373,225
271,92,434,75,567
223,73,482,63,486
507,426,219,367,82
770,490,214,39,235
443,238,72,414,76
248,99,49,335,195
449,161,431,155,404
378,122,475,88,533
267,98,376,102,569
341,211,106,87,222
355,144,398,25,356
303,148,80,274,75
271,70,321,414,348
359,159,218,390,338
264,60,63,310,275
246,69,121,457,159
346,107,396,25,495
289,79,436,13,498
246,127,13,364,282
290,127,226,457,100
416,232,506,59,246
223,101,306,366,216
441,146,273,137,348
864,681,294,359,294
330,166,357,322,401
335,124,116,351,287
393,131,110,384,66
295,73,193,131,415
333,122,402,114,471
316,172,187,417,141
343,145,516,172,534
291,91,460,120,494
224,110,109,435,160
769,544,257,407,158
357,110,105,433,223
193,58,388,43,521
261,98,100,323,99
601,539,400,271,477
284,138,501,111,565
262,67,520,167,421
298,69,451,32,523
252,101,517,176,504
316,161,239,135,467
238,68,361,93,483
425,157,200,462,200
244,137,154,373,132
550,364,170,356,187
364,143,549,180,477
242,82,93,383,243
201,77,27,397,147
297,86,426,178,461
326,88,395,37,487
689,363,255,387,303
322,89,390,55,517
329,134,223,427,72
346,67,507,198,531
632,312,36,365,41
543,237,204,662,269
227,87,483,70,519
326,121,377,110,510
282,95,160,429,306
265,65,419,14,467
329,95,480,133,410
590,589,524,211,489
582,554,288,323,288
383,113,103,397,94
387,178,354,39,362
550,406,439,103,586
292,85,492,106,536
583,284,215,3,187
294,106,168,350,223
386,325,247,120,255
278,140,452,211,476
367,187,130,433,45
242,130,80,394,168
522,340,403,255,574
248,98,441,3,411
259,83,14,244,228
286,138,233,34,375
513,282,277,426,85
344,99,147,437,187
335,153,138,417,187
321,146,100,383,299
219,73,416,161,406
357,180,234,252,433
542,423,285,438,100
474,423,160,346,93
333,102,202,439,179
629,654,302,456,225
517,350,450,108,523
249,79,105,376,241
332,205,348,83,417
185,56,473,44,460
248,133,451,114,460
333,112,122,429,245
356,196,117,435,343
603,306,444,168,505
268,145,483,13,505
273,90,129,389,17
288,88,105,373,48
220,59,173,384,227
325,102,336,182,378
360,115,502,143,395
266,107,386,69,456
277,84,452,202,477
327,146,53,346,101
589,429,161,401,43
272,71,533,180,509
379,194,335,96,510
320,126,44,430,128
736,536,253,409,281
268,105,566,154,468
251,73,29,327,114
871,710,307,397,315
287,149,442,113,430
602,269,332,67,376
642,556,282,441,274
498,392,206,374,192
303,85,71,354,18
580,599,477,289,607
459,232,221,603,283
346,236,250,356,287
290,63,250,202,383
279,182,340,49,394
332,144,141,277,87
753,345,358,297,376
333,93,343,70,495
322,150,158,345,155
471,167,335,78,437
587,589,522,328,696
337,105,495,56,528
317,127,538,100,472
327,110,410,46,447
291,162,116,463,202
319,117,294,158,432
298,197,430,89,455
372,184,574,79,532
484,436,517,350,601
220,64,299,94,487
251,131,277,186,475
443,175,531,223,552
257,103,469,95,464
300,117,165,363,117
739,463,263,474,345
572,396,219,315,235
338,215,212,458,229
572,566,344,510,293
677,363,266,454,327
406,175,414,129,453
363,208,318,42,526
241,64,502,157,506
331,166,274,345,132
248,130,399,77,545
259,108,388,14,529
253,69,471,77,579
241,96,210,373,61
321,99,218,197,548
290,107,135,317,178
192,68,409,151,538
372,178,322,183,412
308,89,137,390,210
273,110,537,127,504
301,145,184,527,225
390,201,462,82,475
237,86,532,111,519
725,785,528,358,630
333,94,161,354,186
361,145,103,377,44
306,143,357,263,540
314,92,444,181,532
273,99,266,341,282
329,102,576,228,541
269,97,66,336,190
234,92,471,70,485
277,56,465,165,404
810,500,267,446,299
353,151,338,20,415
332,127,397,79,530
236,98,311,96,348
637,549,355,449,390
309,140,169,304,204
256,62,310,199,459
367,196,91,603,228
262,91,419,140,538
401,192,193,387,45
297,122,436,108,501
432,200,197,502,258
361,153,176,338,249
237,103,494,155,435
369,232,417,88,344
416,149,383,25,485
370,159,476,113,482
236,131,307,86,424
263,76,466,57,457
232,127,373,142,509
551,449,257,415,243
284,97,518,178,509
265,99,352,74,483
265,77,447,39,542
320,122,243,398,215
420,182,311,168,468
620,257,380,424,527
335,156,296,339,301
297,96,241,172,505
299,122,259,383,268
298,109,487,29,463
586,464,239,497,296
240,58,320,51,498
729,406,297,412,256
295,121,115,318,209
448,387,53,300,123
290,183,103,319,132
532,156,325,11,556
408,102,187,407,289
316,155,174,407,128
541,199,170,564,206
515,176,545,217,467
339,85,279,108,353
238,103,150,354,260
478,363,221,527,124
398,165,480,191,447
284,130,202,379,292
689,296,221,592,242
299,109,402,140,514
505,351,338,515,341
309,122,476,179,576
291,128,180,296,87
334,98,471,70,390
359,130,350,46,364
380,321,279,469,161
499,227,153,644,159
399,154,64,454,271
475,453,325,479,300
699,560,261,346,232
280,84,381,133,486
320,96,374,85,497
349,187,163,393,311
298,86,468,49,553
315,113,440,39,409
325,94,439,222,479
242,121,461,138,478
638,677,466,331,653
259,89,368,119,429
355,114,278,25,341
356,130,200,428,293
546,336,427,269,597
229,125,387,114,436
298,189,572,25,486
220,68,284,430,349
899,407,345,370,289
244,122,486,135,547
315,127,316,108,536
255,88,478,117,484
280,95,505,127,480
266,108,109,339,295
227,99,61,403,149
252,109,94,353,185
352,187,153,459,202
209,88,325,117,519
261,81,424,84,442
254,94,532,35,501
253,93,148,326,192
235,103,178,420,203
330,140,105,451,218
302,110,356,66,499
316,158,363,172,460
397,111,167,341,56
404,118,385,100,244
256,90,446,131,426
542,334,131,235,94
326,119,438,162,523
226,59,470,55,562
268,96,208,368,141
746,518,209,489,319
310,90,197,549,20
220,94,450,116,497
332,148,365,183,430
600,199,364,2,526
252,73,211,430,207
254,102,574,185,493
277,114,369,23,429
243,105,46,122,277
313,94,196,403,132
297,91,251,80,421
250,130,378,77,452
304,106,50,388,98
340,97,162,381,50
256,97,75,299,258
403,338,404,260,391
320,139,425,28,555
381,145,317,115,336
262,117,115,347,235
277,83,309,183,225
694,587,315,415,319
363,116,210,411,174
257,102,506,201,432
352,105,329,109,545
702,322,281,384,233
252,72,171,459,163
324,87,138,431,122
276,127,274,75,428
308,90,365,32,552
484,190,483,73,546
561,438,162,462,358
376,194,179,225,297
293,142,451,26,471
266,113,397,70,466
357,135,385,139,382
376,259,268,114,456
265,110,230,320,184
304,117,77,396,262
234,131,115,299,271
248,64,553,45,499
315,103,449,60,530
258,79,175,264,121
525,419,280,357,145
447,178,46,438,42
618,252,262,447,224
387,133,171,432,226
288,87,130,433,346
396,151,382,152,196
266,113,317,75,530
262,86,414,15,429
342,141,488,107,491
225,44,517,194,474
290,92,203,286,244
278,187,350,531,375
336,128,413,178,519
418,188,447,141,446
288,111,8,338,138
583,450,150,218,340
264,109,439,144,542
522,335,419,455,291
665,390,229,411,256
309,160,157,317,193
341,187,420,171,556
304,168,141,319,354
629,398,265,352,253
273,143,379,61,529
277,50,85,305,274
505,207,348,8,597
277,135,227,420,296
379,128,196,339,178
287,167,505,269,463
351,177,340,83,338
292,110,276,9,573
206,66,395,279,545
349,147,518,75,454
352,127,197,383,254
329,143,333,79,425
254,71,344,73,567
236,110,76,382,136
369,280,400,360,494
645,427,56,352,157
327,117,149,385,261
802,571,377,493,496
453,262,287,650,392
462,142,298,176,442
252,71,376,18,522
385,138,400,228,258
266,111,323,129,461
545,319,397,172,532
541,232,235,343,64
308,80,235,432,103
270,102,507,85,510
380,122,172,473,9
677,225,524,141,404
194,50,372,121,465
313,114,73,349,276
280,100,64,272,149
525,208,232,269,301
251,87,265,470,321
318,109,274,111,415
872,232,408,5,578
604,613,361,348,390
512,362,294,434,93
319,96,351,172,491
306,93,263,5,482
330,123,436,48,490
487,267,529,216,626
271,104,343,238,532
260,109,400,119,395
301,94,524,157,510
329,205,260,310,267
417,162,102,399,261
320,96,457,127,432
353,162,343,409,74
472,290,398,55,448
275,95,105,385,28
415,155,259,572,250
621,581,218,410,166
342,150,379,55,544
310,104,529,20,555
332,237,441,323,560
407,257,214,332,267
569,440,425,317,546
345,144,556,108,527
298,198,381,187,549
507,173,178,315,128
275,110,113,293,240
315,150,465,135,506
410,115,88,336,207
666,480,267,389,342
279,74,303,399,188
903,731,293,382,265
280,108,433,23,455
295,150,220,61,518
255,135,434,141,533
457,276,520,112,473
209,58,491,164,480
288,85,327,149,524
234,80,539,187,461
399,259,137,496,263
287,100,361,159,572
341,216,369,103,570
311,99,427,21,542
546,492,189,22,139
339,184,508,172,534
259,92,406,8,412
417,187,462,158,521
365,176,505,19,516
278,93,149,287,207
343,158,478,85,525
408,124,532,133,454
235,70,486,92,412
368,134,240,58,399
722,383,305,392,340
342,112,281,26,338
278,63,282,424,45
343,130,59,384,51
391,136,445,89,554
261,102,422,157,464
962,565,260,476,314
256,81,418,103,410
405,161,373,122,410
370,104,40,367,280
294,172,378,24,404
234,84,494,106,473
245,83,373,204,486
384,215,442,119,441
319,83,246,340,191
298,103,459,46,519
258,125,176,314,255
322,188,154,397,275
316,90,318,106,428
964,603,438,486,539
281,86,459,174,427
396,175,14,449,214
529,170,401,33,524
324,189,478,21,572
267,105,163,338,197
223,115,320,489,371
370,135,28,473,214
609,338,282,425,337
250,151,105,370,268
402,217,225,608,163
273,84,469,134,474
646,322,159,582,120
319,92,11,337,58
369,153,195,580,240
242,70,21,437,248
308,114,406,210,545
288,135,382,61,491
401,129,543,237,501
759,398,550,19,459
233,64,442,70,553
284,95,371,340,459
709,660,290,448,315
281,100,480,148,449
356,142,372,152,458
447,214,487,32,607
563,281,388,32,527
383,122,461,138,559
271,123,42,331,171
365,295,304,460,320
264,104,380,170,524
680,518,445,327,576
287,100,185,307,202
568,426,222,422,52
360,159,372,64,399
271,126,178,360,261
368,189,154,377,195
595,170,449,153,608
480,231,274,195,148
254,47,270,348,198
706,505,259,137,285
309,104,403,102,531
323,119,332,126,457
287,136,404,177,490
332,120,321,155,495
295,78,398,8,475
778,232,288,241,228
207,66,375,57,516
421,201,453,84,532
808,498,300,517,264
258,74,125,312,8
240,92,264,414,219
284,104,36,321,135
284,88,315,336,225
403,193,290,209,409
690,478,298,385,286
355,154,442,171,561
222,94,146,364,350
303,173,326,21,473
322,205,346,294,589
343,135,167,324,250
230,106,356,122,553
271,80,64,411,322
290,101,64,425,223
535,375,282,41,254
259,100,203,348,306
569,190,438,110,377
279,94,232,414,284
316,182,355,419,424
288,97,49,262,198
356,162,112,375,65
382,237,502,410,560
400,225,458,410,497
471,120,301,65,249
620,302,299,331,212
232,96,179,414,225
252,83,9,326,316
308,79,305,85,474
701,429,115,394,306
386,219,449,107,232
253,86,218,108,357
423,205,321,92,395
367,78,508,15,525
434,312,134,345,327
267,84,368,40,574
329,168,279,39,362
