"FS","SS","FL1.LOG","FL2.LOG","FL4.LOG"
512,182,393,161,710
510,353,325,260,539
888,136,192,460,240
629,186,193,482,251
650,217,209,536,247
959,175,200,562,281
660,135,125,478,253
427,95,400,137,741
594,158,161,450,247
357,107,93,489,158
360,149,148,550,292
773,226,218,502,311
408,59,506,114,749
916,174,219,462,286
1006,165,218,499,292
610,105,143,253,240
591,162,144,455,293
543,192,211,562,247
561,110,129,401,212
690,161,165,528,235
960,290,214,548,343
965,349,221,517,233
830,222,176,503,281
567,120,207,678,344
497,138,446,50,750
501,142,572,358,751
488,121,386,112,746
535,200,172,439,313
841,285,231,486,316
279,186,407,318,615
766,188,189,467,363
553,130,174,435,229
485,120,372,215,810
491,208,322,293,490
854,191,177,497,245
421,97,405,394,753
480,155,157,516,257
539,115,119,434,200
668,122,401,213,710
619,187,211,541,299
656,177,181,608,389
551,135,151,448,241
754,149,140,534,195
1007,227,176,499,277
681,167,158,468,254
543,142,133,533,256
858,234,206,490,295
595,189,157,451,184
576,147,180,479,249
916,213,218,521,379
584,185,180,487,252
697,139,195,461,248
521,98,155,353,220
732,221,159,453,240
465,78,525,370,739
492,119,394,106,735
794,186,193,451,286
865,160,148,431,264
871,246,250,568,373
898,263,215,513,303
673,216,215,541,371
420,99,502,134,748
686,119,211,416,208
627,124,153,394,244
599,119,168,373,259
442,125,171,490,254
533,88,431,179,687
957,256,197,555,324
757,185,186,489,343
534,102,217,375,184
592,168,573,449,758
597,114,131,388,191
835,182,205,605,335
710,113,145,417,243
466,118,109,463,148
491,89,150,438,242
623,146,163,446,253
503,235,281,647,636
507,137,179,429,261
796,188,195,596,340
878,192,221,520,232
742,223,224,496,316
916,190,221,482,305
475,78,344,197,746
748,215,164,488,263
453,127,347,143,636
400,97,424,331,796
746,134,170,459,253
348,235,288,274,510
778,138,161,449,282
802,255,223,490,344
553,98,511,172,723
637,193,320,455,499
441,103,131,392,232
587,185,203,560,315
852,254,265,650,393
519,131,149,510,318
722,157,175,459,267
556,106,177,357,155
663,132,173,490,335
860,185,203,535,355
725,110,146,497,257
778,176,187,519,297
669,145,137,463,273
862,204,182,518,243
934,238,227,584,355
460,173,130,512,245
677,261,173,517,284
624,186,132,405,200
636,129,113,395,237
320,48,129,312,141
902,197,194,488,229
647,160,127,395,298
716,213,219,465,257
501,70,89,442,205
915,239,217,460,320
573,126,203,463,174
523,161,180,433,174
550,146,158,382,261
442,117,94,349,158
446,107,501,360,785
761,154,194,480,267
513,92,67,393,197
748,215,229,531,242
456,90,417,7,750
848,186,202,461,321
354,122,437,255,822
777,206,191,525,274
361,260,307,413,526
736,261,175,492,337
590,165,121,420,241
775,225,202,550,344
797,266,368,514,578
710,176,168,462,293
634,174,202,423,232
759,168,32,458,232
630,297,233,509,323
715,266,283,691,479
630,142,212,459,307
713,100,155,440,140
781,208,162,488,244
826,118,189,335,106
957,229,249,596,391
574,185,157,463,209
729,158,134,406,231
544,193,235,562,412
584,171,172,433,189
895,426,236,571,364
551,105,134,539,244
684,311,235,493,317
516,159,169,384,176
369,109,376,191,672
497,107,472,21,782
915,167,185,501,234
492,130,155,449,263
615,195,191,416,274
631,175,188,444,247
484,86,547,73,783
368,281,433,399,634
737,228,182,449,277
859,214,221,538,281
902,166,169,453,282
810,223,213,559,303
655,164,191,492,287
774,210,202,471,331
727,382,263,718,452
684,158,206,394,158
780,193,164,542,224
501,213,171,514,300
541,190,218,533,278
564,130,157,386,141
703,274,219,589,356
509,73,348,120,622
829,169,167,514,326
577,143,199,504,227
745,135,204,372,220
647,156,162,539,275
514,128,104,448,181
476,146,417,243,721
671,190,204,472,267
907,195,182,385,282
827,183,219,482,311
442,141,514,159,590
556,161,199,461,237
846,234,188,499,220
557,140,203,525,378
595,151,147,443,261
785,233,149,469,262
590,150,115,389,263
710,150,149,556,275
638,120,178,506,291
809,186,223,638,415
735,172,200,474,276
480,146,192,490,296
699,244,238,481,324
440,132,141,435,229
744,172,177,476,339
645,169,182,527,305
521,120,191,634,346
573,173,132,409,234
821,202,252,549,360
981,152,191,513,256
566,161,286,612,557
697,207,214,475,297
457,80,465,69,697
516,131,167,422,262
959,191,190,528,255
709,197,191,495,286
538,115,151,491,279
778,143,228,392,307
911,200,219,519,319
888,203,245,569,304
624,196,152,467,150
618,153,154,484,248
851,171,163,488,262
441,137,226,342,62
463,123,404,341,691
783,185,186,551,268
368,97,354,181,718
638,136,137,465,268
974,224,234,563,317
795,243,215,445,341
568,149,184,493,275
747,176,188,564,324
682,251,197,497,215
559,358,366,210,411
607,100,58,417,256
544,196,587,157,848
893,284,243,535,329
699,140,100,461,289
451,108,459,87,780
416,153,141,506,157
876,195,214,390,339
792,154,186,485,241
368,73,405,277,786
652,128,210,481,289
604,181,192,564,313
600,222,203,542,258
705,140,177,530,292
423,96,111,426,223
734,180,156,469,340
644,105,171,462,290
743,167,187,438,305
353,109,402,222,747
740,178,174,536,231
720,199,180,494,265
639,217,145,436,236
552,99,155,473,233
437,85,450,256,665
874,144,136,441,233
851,136,166,426,225
630,180,187,495,242
774,233,211,543,290
542,170,155,557,271
858,121,137,462,250
579,109,145,408,117
857,187,211,538,307
970,213,211,534,298
399,88,128,571,322
506,127,186,446,84
535,159,140,443,218
708,175,132,483,258
631,198,219,485,312
372,132,529,224,850
474,150,145,411,236
365,218,555,313,837
806,154,199,466,276
857,171,234,562,371
390,86,165,512,226
898,244,227,551,325
897,227,213,451,267
501,129,404,138,745
713,221,191,483,270
771,212,247,423,286
461,179,144,482,263
564,179,189,480,266
585,149,170,367,258
381,50,143,353,210
419,93,194,529,122
599,160,175,555,310
629,144,148,472,258
835,291,230,536,333
430,116,167,485,317
424,260,176,611,363
785,384,321,719,539
750,230,222,535,335
378,113,114,379,227
839,202,245,415,375
859,197,188,492,290
573,158,189,532,233
727,200,188,457,327
881,207,199,475,318
483,146,206,494,324
591,131,359,448,455
556,201,188,569,263
881,172,239,445,349
290,53,150,398,271
812,143,150,446,331
571,153,138,462,223
528,171,170,451,247
469,84,357,202,713
948,321,200,543,318
855,140,165,526,233
531,184,173,526,242
473,127,448,115,720
349,56,490,72,730
970,312,464,506,684
414,78,175,605,239
501,138,142,352,286
828,179,182,450,218
582,92,121,395,217
767,150,156,494,290
427,151,161,380,232
621,260,198,593,357
891,222,229,529,343
611,143,163,410,302
505,165,170,431,263
476,98,135,514,288
875,226,187,509,220
851,160,202,497,203
652,233,155,495,275
840,189,204,504,349
601,113,178,527,251
802,151,179,499,301
761,176,172,493,309
657,163,154,419,250
711,164,203,465,303
498,128,167,469,260
689,192,223,485,313
299,123,205,682,423
815,184,176,468,258
987,255,233,530,346
600,156,149,524,272
758,176,154,438,309
638,150,139,508,244
628,163,179,469,273
767,135,178,470,277
732,186,200,561,273
685,128,208,373,153
377,64,523,74,779
620,157,106,512,176
839,250,220,548,365
877,213,241,455,314
837,245,180,480,218
681,123,201,428,294
661,129,162,389,236
470,116,175,650,342
435,118,394,361,811
425,84,529,115,775
512,87,133,340,270
729,191,218,547,329
406,130,166,611,253
446,117,120,448,195
631,117,186,517,172
413,90,395,139,761
876,201,205,534,285
789,155,161,418,56
586,236,194,492,269
504,94,353,56,712
375,77,418,171,748
528,126,189,399,209
626,139,155,538,318
516,98,490,265,735
699,175,205,501,238
714,154,163,461,248
781,153,177,559,320
652,246,240,430,253
453,167,133,411,196
614,205,180,455,339
555,137,106,435,180
556,143,182,443,213
522,135,156,452,228
785,124,213,490,275
487,145,177,489,321
595,110,152,351,189
643,154,191,541,211
664,147,189,416,209
931,189,196,426,318
659,216,193,468,333
365,130,224,423,302
485,214,222,577,311
646,172,204,516,287
742,141,131,373,240
757,300,283,564,355
818,175,222,550,283
458,94,359,463,641
488,123,121,490,269
1017,248,369,533,682
823,251,218,500,329
575,176,191,429,310
768,181,162,540,230
605,183,202,532,301
622,165,155,410,91
694,132,140,455,270
542,136,189,494,249
520,105,381,91,622
590,185,224,651,398
710,129,169,449,224
765,170,148,387,227
615,119,522,369,810
588,175,189,547,362
283,132,387,348,568
719,180,227,503,270
425,297,464,394,550
423,123,181,562,287
698,125,119,430,204
353,136,201,399,254
980,194,195,517,323
464,132,447,389,618
629,208,198,589,320
366,58,109,403,295
734,201,197,536,334
586,156,188,470,185
667,314,233,496,307
807,152,172,475,275
432,144,164,441,263
701,175,197,521,314
411,90,182,583,229
675,130,205,448,301
755,230,236,499,366
438,105,443,303,685
944,278,222,473,309
678,182,189,521,313
861,182,210,536,331
768,294,188,596,333
417,111,172,472,330
409,88,413,198,684
883,284,175,418,190
711,206,194,527,319
504,142,174,439,280
845,188,233,396,300
788,139,156,487,384
809,226,209,593,348
540,264,195,564,273
897,264,188,539,309
935,214,199,529,354
722,131,195,571,307
608,140,120,452,120
487,118,158,457,169
639,139,160,455,272
662,148,141,495,138
598,120,105,479,283
656,140,203,460,303
842,175,225,543,300
657,137,154,380,265
723,165,168,477,320
909,258,198,583,281
524,90,167,491,263
543,193,201,478,288
746,214,183,460,94
562,157,175,460,290
433,45,505,79,682
430,139,358,403,677
619,168,175,571,289
641,163,162,537,315
691,152,207,423,339
527,155,388,312,721
557,135,390,337,727
737,200,140,510,54
911,176,150,445,318
809,164,220,441,301
971,316,250,530,344
626,153,193,514,68
1013,276,265,618,352
993,317,204,506,317
883,202,259,506,349
837,255,183,509,218
858,250,237,493,302
471,102,142,453,143
878,225,200,438,290
793,169,200,517,245
464,103,151,521,252
554,84,511,250,737
580,142,159,411,236
868,180,198,453,307
615,153,213,514,239
685,148,141,461,90
630,104,141,463,257
551,177,146,439,244
378,134,352,446,481
703,240,161,435,318
711,296,215,573,290
550,126,161,455,338
678,165,181,475,221
571,150,224,434,384
516,161,161,531,277
777,204,179,418,72
650,231,207,546,358
779,254,185,572,330
676,149,161,426,267
721,132,235,445,238
692,169,203,472,261
801,201,195,552,264
927,187,219,528,340
872,221,222,599,371
618,156,162,483,256
515,145,117,446,116
797,164,179,503,203
687,160,189,381,216
586,215,242,506,369
758,199,217,468,378
552,120,139,545,261
446,76,405,239,675
483,102,343,198,724
468,80,141,314,185
611,157,155,534,282
309,95,420,244,738
400,134,161,379,268
918,169,197,541,279
1014,275,211,496,305
605,172,163,563,294
852,239,215,509,274
589,105,158,410,308
664,132,206,433,282
505,166,153,504,322
817,144,188,517,287
979,210,234,585,317
652,171,219,463,309
514,135,464,362,798
388,107,468,147,745
730,150,191,553,202
705,220,245,440,298
468,137,410,207,756
557,159,184,568,233
785,185,172,518,292
637,130,183,430,245
651,197,180,483,135
638,141,179,412,252
769,164,163,498,206
539,121,191,585,287
603,127,185,538,338
937,313,249,720,424
742,254,233,454,249
828,200,196,519,257
880,195,142,460,218
443,114,434,379,757
432,78,162,544,185
536,117,142,404,203
835,164,321,466,440
426,129,411,317,767
583,213,226,523,342
291,143,357,307,554
458,131,175,374,231
856,146,176,478,305
694,249,133,528,231
767,145,175,480,188
663,223,290,213,334
716,182,206,504,283
408,125,118,443,131
483,162,134,444,237
715,217,138,499,232
632,133,122,346,179
638,202,168,595,343
837,188,178,471,330
557,229,170,539,279
538,143,159,456,239
766,137,194,546,343
452,207,181,499,279
779,83,216,482,267
790,144,141,493,278
674,189,201,505,335
640,140,175,527,310
527,155,165,491,228
330,96,184,165,313
574,438,483,278,327
993,195,179,404,237
932,269,164,437,243
544,141,164,432,215
764,142,122,387,23
884,275,208,518,318
737,269,202,499,237
461,170,420,439,804
756,174,110,435,221
475,113,66,430,254
756,689,546,297,663
457,147,151,455,91
798,235,213,546,330
499,142,380,176,810
665,106,172,446,56
572,134,155,470,255
761,177,175,450,229
289,41,465,148,738
568,185,174,475,220
570,162,194,574,354
575,125,155,393,240
711,264,171,535,328
651,167,152,482,190
456,195,188,528,306
744,205,136,522,334
557,214,204,599,267
901,294,514,394,731
613,127,202,573,257
641,149,107,482,234
440,126,197,632,359
485,132,124,427,234
743,155,216,566,385
870,192,226,504,315
313,37,141,290,36
287,64,83,447,220
738,148,180,483,272
831,304,221,543,358
888,200,228,493,281
478,77,131,379,167
680,144,197,515,188
308,69,132,220,206
991,179,186,574,340
580,177,133,522,232
468,108,90,490,182
510,137,186,329,255
882,198,190,478,233
567,141,205,448,243
561,111,134,499,151
533,113,392,133,781
413,178,188,589,264
854,121,199,540,338
402,219,410,374,613
708,167,200,382,250
787,178,241,514,312
691,106,142,444,296
723,187,199,446,266
579,119,152,449,236
743,126,136,440,254
891,365,208,449,290
555,112,143,443,272
493,140,101,451,227
742,232,217,489,317
667,217,226,533,258
391,61,472,134,729
637,200,175,569,312
613,201,140,322,237
667,151,224,495,350
321,49,84,432,161
775,203,178,494,307
917,213,157,484,288
399,100,119,342,213
566,156,208,469,299
864,161,165,496,206
979,269,243,585,372
697,201,256,514,341
938,187,229,518,281
424,153,178,481,269
668,202,203,524,292
567,140,393,242,765
556,127,124,407,130
604,159,200,470,218
523,184,120,468,189
771,256,224,496,348
683,102,156,413,230
513,126,72,447,159
505,105,383,401,709
436,99,397,162,649
873,432,544,434,744
557,159,149,494,188
841,187,257,495,382
309,45,123,163,73
430,113,434,240,770
649,161,147,480,293
871,215,178,540,284
853,260,217,493,192
520,172,90,373,147
903,185,200,480,216
568,146,128,392,232
968,209,188,580,343
526,128,143,516,260
796,176,146,444,210
665,144,190,446,275
559,118,188,465,282
549,127,115,486,243
591,172,194,571,342
515,171,140,524,280
603,144,113,349,273
770,232,201,577,315
645,210,175,485,310
631,236,187,557,397
791,151,178,452,286
981,208,157,477,252
746,167,198,547,299
466,150,131,466,253
426,87,137,445,221
780,160,147,445,251
576,120,146,431,192
371,119,158,510,272
743,140,153,477,246
351,93,476,139,693
449,105,140,464,170
736,203,173,560,294
948,210,185,578,304
542,207,165,507,292
589,284,193,517,300
468,117,79,445,175
956,186,178,553,226
399,140,176,649,318
746,186,175,465,270
724,217,191,466,246
570,159,138,520,232
556,196,199,365,170
558,136,125,515,276
775,396,267,673,423
281,168,222,219,278
458,103,461,325,655
382,107,135,463,246
711,155,200,481,173
855,269,239,524,430
943,444,480,436,484
414,78,379,296,736
682,157,165,446,265
568,105,152,479,203
1022,137,189,463,287
534,181,390,387,768
1020,228,174,480,198
602,202,150,394,225
636,127,164,454,270
458,113,186,484,354
567,129,120,455,218
618,172,174,456,270
794,169,198,529,289
415,106,3,362,220
634,174,208,472,320
598,116,147,364,177
675,212,221,530,295
718,204,235,420,248
597,188,164,407,233
582,116,104,411,247
868,192,159,374,225
430,128,155,488,182
790,222,181,551,263
755,212,184,565,302
422,56,512,211,770
859,182,231,424,287
794,144,191,494,246
413,165,127,387,160
735,192,222,647,391
611,165,218,494,360
503,92,539,56,828
612,216,167,480,341
872,160,168,438,190
429,100,362,279,786
631,200,158,462,74
458,157,196,397,282
626,139,161,375,292
618,156,132,459,273
562,111,165,509,242
714,154,106,465,317
889,219,194,577,323
677,232,236,632,385
436,112,168,500,177
773,178,212,456,325
682,132,137,519,303
955,641,556,487,750
479,111,114,400,204
842,137,209,525,297
451,152,132,427,191
551,119,159,437,258
417,112,133,489,255
378,121,398,308,604
619,172,442,120,717
865,178,180,554,337
797,220,218,519,299
726,136,171,454,237
748,222,175,421,217
438,110,136,437,257
638,159,143,460,273
469,64,232,378,187
654,140,122,459,284
403,281,351,477,521
622,190,183,468,261
367,84,528,179,789
823,262,257,472,325
428,103,68,430,161
657,233,209,538,313
604,145,177,506,324
577,147,193,500,246
671,193,193,495,324
485,112,409,144,739
602,168,170,483,122
540,170,170,554,312
877,203,240,494,385
605,159,185,492,273
558,342,375,293,524
699,197,197,508,348
851,262,229,488,329
444,126,414,404,781
766,272,264,574,326
498,98,137,460,238
458,110,181,435,228
622,176,130,526,249
562,150,176,490,295
583,146,149,489,221
655,231,187,456,232
728,258,231,569,257
522,109,127,392,251
966,319,210,527,313
794,179,174,461,223
615,153,179,623,314
491,139,133,403,224
807,143,219,409,283
738,175,128,462,270
929,222,194,590,309
578,179,203,501,279
477,151,153,441,207
702,136,177,380,193
495,115,332,120,627
935,285,216,508,334
637,108,137,320,223
774,140,155,532,303
717,204,187,497,203
472,167,391,134,791
643,223,230,554,318
674,146,156,462,232
547,171,154,420,243
938,328,227,639,378
694,204,228,503,333
626,162,191,478,329
605,150,167,453,253
951,301,248,533,344
732,204,149,412,235
664,179,223,574,299
730,135,147,447,318
552,82,588,162,785
682,150,174,443,254
617,134,226,507,306
494,204,167,381,223
305,152,291,260,397
803,147,143,543,361
441,99,413,217,790
563,146,130,538,290
799,228,208,480,288
727,118,204,425,334
548,193,126,442,228
777,203,210,522,310
658,189,164,538,327
940,215,219,483,332
602,129,142,436,225
835,188,164,519,274
772,243,215,570,364
443,108,348,232,789
464,366,317,675,497
855,195,213,553,318
367,97,145,424,225
441,77,90,433,234
667,134,218,486,307
612,219,193,477,272
877,182,233,484,185
582,172,177,518,203
598,193,185,393,260
1011,225,232,549,332
745,180,195,503,290
569,213,214,510,268
608,211,240,439,276
409,90,286,506,123
418,83,523,152,735
471,79,421,293,493
435,76,508,201,381
526,148,147,454,211
698,121,160,478,268
874,282,438,339,413
762,238,179,437,262
742,214,211,533,369
482,167,188,517,220
372,94,393,109,753
601,194,196,474,293
831,180,212,480,246
625,146,205,531,293
737,173,181,420,272
599,161,444,333,766
641,156,196,506,242
826,120,140,410,269
750,133,196,482,263
860,233,235,513,279
483,126,162,512,235
671,191,188,537,330
493,172,194,594,341
573,160,105,465,324
618,158,157,498,215
481,147,149,441,287
862,152,203,417,314
384,75,124,367,147
530,131,189,538,276
624,165,179,501,285
840,192,178,482,305
808,163,179,469,300
733,257,113,422,243
806,248,194,566,341
629,139,160,492,233
543,103,480,238,733
425,86,461,315,770
500,100,360,278,757
633,182,169,551,287
1010,319,241,575,371
496,104,373,369,666
739,181,161,520,247
692,238,237,534,324
683,194,184,534,275
604,130,116,502,221
619,202,207,464,240
606,133,186,538,277
712,146,151,499,270
763,281,198,519,311
694,185,176,472,170
795,199,161,552,224
563,102,428,109,691
736,166,198,507,223
647,106,109,463,243
508,137,150,472,278
554,140,151,457,247
615,181,160,393,191
429,97,98,332,160
517,258,269,564,377
617,225,245,462,277
760,139,181,470,255
359,124,351,26,707
749,167,199,562,312
430,104,120,446,190
864,205,171,502,327
631,181,190,379,240
532,183,168,564,367
427,99,142,406,287
442,77,416,181,717
582,114,141,415,171
628,139,155,487,290
691,152,146,525,191
389,98,380,174,706
950,201,184,528,316
955,147,175,439,288
532,175,200,456,322
757,270,231,568,336
535,140,414,325,726
761,145,143,474,258
621,168,170,507,237
426,94,559,226,803
757,175,194,495,199
597,117,148,468,274
627,158,510,255,795
568,162,211,574,312
483,84,355,250,608
661,189,147,553,259
712,149,231,430,276
738,192,149,477,253
536,145,431,278,758
796,157,164,441,320
605,272,207,480,297
450,125,109,559,316
594,197,478,300,918
590,171,187,575,373
538,152,130,442,233
787,179,177,473,264
869,183,195,535,322
739,256,217,467,306
593,123,137,435,206
438,133,418,226,653
851,179,199,518,319
976,277,184,516,274
508,151,168,585,248
550,145,169,466,258
806,233,178,513,309
529,143,169,512,267
534,165,181,566,305
659,186,221,509,335
395,79,398,101,717
504,117,501,394,692
544,183,160,545,315
648,103,198,415,214
504,114,158,454,247
647,154,145,424,167
664,213,180,534,309
331,65,106,404,227
704,160,175,529,253
626,208,213,464,404
577,139,184,486,298
681,317,206,481,253
712,150,174,478,246
660,176,209,456,300
598,149,195,522,339
507,90,169,489,146
604,107,205,397,161
616,121,132,478,171
583,145,167,453,336
654,175,186,446,244
777,149,202,363,163
446,120,123,526,251
778,137,198,493,306
508,99,405,68,700
617,148,172,462,268
440,66,362,149,655
574,131,194,424,207
597,196,189,537,375
543,141,112,473,174
445,319,491,365,755
693,137,124,485,210
792,164,152,456,238
438,107,386,306,675
436,96,508,372,874
490,99,438,284,786
879,523,432,297,396
390,111,51,373,57
488,110,159,497,244
626,144,181,450,276
969,466,255,694,476
503,140,157,429,245
429,55,557,81,687
806,206,177,563,345
792,198,202,486,357
864,157,220,428,268
551,86,168,425,222
381,71,341,370,737
361,116,363,236,714
622,151,131,472,305
728,176,186,429,254
576,175,168,445,227
744,115,182,524,270
873,185,245,539,340
688,210,164,340,200
497,106,149,458,140
642,132,97,466,230
426,126,618,240,685
575,191,115,517,276
501,106,152,421,185
459,149,143,478,182
670,187,166,526,258
425,136,168,422,234
800,242,223,522,292
686,130,191,458,242
431,95,522,89,838
463,126,133,441,104
791,214,151,384,248
536,57,393,187,697
660,132,163,403,277
542,133,154,524,266
606,181,153,532,248
404,119,429,319,731
614,122,127,485,109
685,161,217,492,264
625,196,175,370,170
561,187,494,572,799
375,104,479,240,754
520,134,135,442,236
607,166,106,472,264
423,111,134,354,245
615,141,177,401,211
396,107,74,395,105
790,183,169,507,291
556,171,171,544,310
852,150,203,474,324
587,170,187,466,268
971,173,182,460,315
626,114,173,457,226
649,145,149,521,265
990,201,167,450,163
468,156,122,455,254
935,286,226,572,296
491,133,179,432,246
742,127,342,438,306
789,281,192,486,269
684,164,134,426,189
569,123,158,476,319
443,103,151,373,197
841,132,215,598,347
417,97,498,90,725
471,92,498,13,746
529,135,143,354,214
683,196,203,504,386
535,185,171,540,304
391,94,305,60,650
783,196,268,506,420
618,171,208,572,328
363,127,97,505,262
638,160,40,405,118
478,158,133,407,139
595,119,155,496,229
544,113,184,470,215
490,189,136,496,194
411,119,140,367,151
668,142,167,524,279
426,76,636,22,702
636,122,211,540,263
739,249,196,542,277
524,135,184,455,258
294,50,386,82,534
323,32,58,302,61
640,186,160,415,237
588,171,180,458,273
567,163,185,549,240
566,172,170,486,195
994,259,180,506,295
717,180,189,576,296
547,120,137,444,129
678,169,175,441,245
552,132,185,481,260
628,195,206,430,242
503,173,293,407,370
762,162,121,480,282
370,60,390,117,658
462,161,160,547,274
588,169,479,249,539
639,161,212,542,264
510,108,183,459,210
660,184,138,432,302
929,162,191,519,319
951,203,215,529,256
530,117,150,508,236
514,139,122,425,339
436,81,461,327,706
738,156,179,486,265
694,131,95,327,260
477,92,110,417,243
671,136,202,480,234
420,93,97,407,195
492,108,124,451,194
702,138,143,292,223
465,109,349,256,702
662,160,199,559,327
907,221,245,480,353
498,138,166,426,201
527,147,160,469,173
682,190,160,598,380
645,223,200,488,307
418,149,156,491,296
718,210,234,605,379
415,146,156,447,190
542,130,166,498,242
819,160,211,449,176
643,320,360,436,266
547,141,174,614,326
859,264,210,571,334
603,174,193,410,289
692,205,195,550,256
599,141,193,474,278
465,65,126,387,40
386,61,523,128,804
598,128,162,422,129
472,126,482,489,719
405,110,100,400,192
520,117,408,397,810
687,151,214,499,211
824,286,234,484,349
343,70,129,552,200
575,134,168,504,282
428,73,148,431,246
487,145,131,426,146
464,81,383,24,690
947,184,217,581,343
943,196,200,480,290
640,145,156,454,259
649,171,189,510,281
590,108,484,64,701
715,147,112,433,260
467,83,126,423,151
765,207,226,439,315
599,152,112,409,240
444,89,125,586,247
596,182,184,515,285
501,132,107,424,218
405,107,333,237,694
545,106,127,460,211
335,78,102,484,207
855,181,194,524,216
565,161,191,511,304
683,188,140,553,322
583,85,168,360,153
521,135,170,495,240
637,101,103,493,258
420,166,154,484,284
468,83,504,101,713
679,168,148,467,285
684,159,192,404,219
857,156,154,471,264
551,162,143,446,190
465,117,165,560,268
859,359,282,681,456
441,158,101,497,229
409,132,126,427,141
495,101,604,197,818
536,126,128,476,265
670,161,188,382,246
619,152,168,448,206
656,131,163,460,246
558,127,135,500,210
661,201,200,507,283
585,154,126,340,169
624,241,231,607,431
547,169,472,393,754
806,263,226,541,295
307,47,120,271,49
540,151,186,524,275
585,157,191,453,283
510,173,204,474,259
617,128,132,430,252
934,234,190,474,231
461,97,122,457,158
559,106,148,425,46
569,109,123,431,127
541,234,159,481,183
563,182,166,397,215
823,261,272,638,425
898,195,177,464,264
809,192,180,497,270
656,140,220,475,274
722,151,153,391,207
603,116,378,284,803
562,95,124,177,153
818,201,163,498,279
855,146,175,522,110
419,118,156,394,277
484,109,369,212,775
587,131,144,430,111
397,121,356,261,673
708,176,171,521,365
505,101,126,459,246
485,119,403,255,673
831,173,193,526,298
750,159,158,465,217
610,150,147,478,181
757,165,164,454,304
733,177,191,368,244
367,99,70,362,105
371,89,394,334,734
803,221,189,532,109
622,222,157,498,270
824,216,217,464,263
716,134,174,358,255
830,173,224,457,278
622,90,103,376,176
424,88,132,403,211
520,141,168,478,302
430,118,523,93,756
525,143,128,418,323
865,259,222,539,297
587,226,203,533,321
691,197,208,488,312
699,156,134,442,243
443,125,431,102,716
555,116,194,421,189
477,239,450,241,808
399,76,152,527,486
361,141,393,226,413
682,150,204,462,305
725,167,200,385,259
475,167,203,580,312
358,69,347,68,752
674,124,164,480,225
655,181,212,548,314
524,111,195,400,253
550,190,186,609,249
551,295,236,659,425
694,117,193,483,289
548,118,152,450,190
826,213,150,492,273
423,132,117,416,209
719,170,154,535,231
891,159,103,408,233
963,235,179,465,196
725,168,177,606,282
941,299,195,540,310
