"FS","SS","FL1.LOG","FL2.LOG","FL4.LOG"
410,216,173,436,178
463,212,179,335,40
510,136,91,289,251
482,155,179,324,14
493,189,138,199,170
408,193,160,411,118
465,165,114,397,66
675,338,196,401,223
313,133,465,255,480
568,264,194,381,136
417,197,37,350,115
387,145,105,399,175
506,177,176,354,236
427,189,489,269,462
290,175,432,36,437
648,146,518,143,376
605,347,275,415,254
477,332,198,416,234
532,319,223,464,274
417,209,153,399,121
589,574,206,510,157
382,315,199,478,34
604,353,142,247,220
352,114,78,250,211
432,309,177,291,147
320,222,111,534,283
522,380,177,449,97
532,371,173,448,190
528,303,224,432,208
458,178,506,128,568
503,190,32,398,189
597,314,137,487,265
423,263,140,377,146
380,189,234,407,237
699,240,187,312,74
468,179,167,412,187
732,361,167,439,248
763,563,401,537,481
490,312,110,408,217
559,258,50,359,292
421,225,156,421,111
493,216,197,408,163
457,346,166,397,279
539,231,110,329,224
536,284,261,519,209
543,303,262,570,179
421,246,240,434,187
434,205,32,316,183
414,226,75,510,164
708,277,120,338,280
568,302,496,163,437
351,116,518,347,484
714,443,166,440,126
518,226,236,395,289
458,115,42,390,5
421,218,134,350,239
354,142,485,81,515
395,252,18,341,146
601,241,230,492,170
293,90,393,196,476
290,205,520,383,510
428,238,46,419,172
645,203,101,359,121
367,203,7,510,229
479,247,98,399,43
497,207,159,289,204
697,452,92,356,278
506,240,197,463,116
720,676,270,261,237
525,228,140,426,92
418,228,238,398,221
552,295,180,433,182
302,165,356,35,428
489,552,255,419,162
622,480,223,538,168
389,112,526,150,530
329,137,457,122,450
366,164,13,409,91
540,332,90,386,282
505,320,501,256,545
295,145,457,91,567
581,214,56,487,232
487,139,129,282,308
539,143,199,304,107
602,351,62,365,266
454,276,223,375,179
482,226,217,346,241
496,213,78,290,230
492,264,212,390,165
678,255,80,359,255
501,178,62,439,238
559,149,38,298,132
373,215,171,476,251
520,176,207,465,207
510,191,174,540,221
661,232,287,420,264
386,187,156,265,244
684,244,164,408,188
391,126,231,401,189
649,174,73,360,34
665,216,143,383,212
516,268,63,379,268
253,103,95,400,237
480,215,159,365,168
495,164,91,257,165
488,310,75,338,179
282,157,395,124,489
549,193,184,246,257
552,258,96,307,229
303,102,477,63,499
328,131,55,355,238
260,83,430,117,406
680,312,142,339,8
657,185,148,390,299
340,187,155,374,186
518,243,175,411,239
481,356,136,437,106
512,349,207,438,111
532,295,244,361,263
519,225,117,480,237
450,178,132,215,19
439,149,133,335,118
511,235,119,450,140
515,277,130,356,233
350,171,417,82,537
613,297,149,496,172
498,246,117,387,247
419,122,72,349,304
451,245,229,528,113
449,286,164,186,163
278,130,379,196,566
468,308,141,440,26
483,226,166,323,267
301,154,192,389,189
314,138,591,103,551
438,130,86,283,77
597,192,160,381,144
553,344,274,482,303
407,327,72,423,223
503,328,237,474,221
469,308,269,367,277
575,190,181,472,186
710,454,227,518,333
649,339,194,421,83
478,271,117,431,294
506,202,279,468,294
403,208,171,362,279
360,155,230,382,283
354,335,192,428,226
535,231,131,451,30
348,129,386,249,506
938,374,246,496,256
442,217,196,422,201
367,167,385,204,476
368,228,84,404,143
366,208,155,134,171
423,346,196,349,190
577,206,98,467,55
403,213,72,424,326
546,291,117,477,198
601,218,137,454,148
317,187,473,7,502
498,199,215,417,290
572,214,210,426,129
413,235,135,340,130
488,204,114,327,7
599,288,101,397,134
433,217,203,388,198
434,255,120,466,169
482,141,103,386,12
537,197,28,440,165
438,183,171,461,183
410,187,120,395,121
410,202,221,449,69
511,274,500,273,481
503,344,142,464,246
701,487,213,469,83
392,166,180,373,137
450,132,131,471,61
465,133,186,377,223
497,202,67,401,49
339,189,411,408,568
475,229,182,473,214
370,188,77,375,178
548,598,37,386,225
338,166,454,203,450
289,93,418,160,554
331,179,166,288,170
248,105,484,241,461
763,509,142,396,130
853,620,248,531,301
629,344,241,437,20
500,255,211,371,113
751,294,91,333,158
627,317,111,549,205
512,278,196,406,64
537,154,30,389,140
446,157,205,329,230
583,451,235,479,130
369,139,158,427,151
507,154,143,407,253
340,188,433,173,398
301,91,537,32,372
324,172,423,116,441
321,115,367,64,201
403,204,108,418,158
539,381,103,419,135
310,164,431,79,458
408,307,350,167,208
496,152,26,360,209
465,169,42,319,200
336,128,396,313,533
527,371,94,451,23
687,281,109,426,145
386,236,195,427,63
552,145,110,366,147
598,458,202,415,193
313,159,439,128,422
349,153,63,381,1
657,347,239,507,250
556,199,160,425,198
544,217,135,429,46
463,292,228,518,129
246,81,517,166,457
428,179,137,426,70
497,245,119,307,152
620,337,573,397,203
396,141,1,319,220
493,174,63,434,64
475,171,194,415,201
598,309,141,460,2
358,165,127,437,188
443,242,137,200,240
502,298,172,374,112
729,209,192,416,230
889,576,266,465,282
481,305,115,387,212
675,217,43,505,159
677,424,108,313,256
506,157,90,505,151
381,152,326,205,520
540,191,108,308,101
325,102,522,142,422
374,223,192,434,64
588,238,220,402,231
605,194,146,472,42
464,227,69,425,192
451,221,98,418,109
390,186,109,350,170
666,346,91,443,265
584,198,210,460,177
458,139,508,172,440
346,135,602,14,572
703,513,183,388,297
379,195,187,328,341
524,266,111,377,243
320,93,534,236,466
403,170,121,390,133
431,140,546,33,414
436,251,136,455,168
535,239,56,373,261
631,253,179,448,222
523,298,162,404,10
509,296,97,442,281
535,195,120,337,107
355,148,53,377,160
571,212,187,480,44
516,310,256,466,209
426,224,68,433,219
620,272,149,417,189
316,143,353,181,456
275,153,445,171,502
510,340,134,328,49
421,214,150,271,242
436,202,160,390,273
633,230,266,453,184
485,217,160,477,200
555,300,146,400,94
454,155,163,361,244
663,368,151,407,233
484,286,161,468,52
395,174,47,412,190
298,85,428,148,456
543,291,124,388,298
493,253,165,385,163
667,448,236,562,126
423,187,148,391,142
523,196,129,351,199
615,170,233,398,215
476,223,126,294,266
440,255,128,450,105
390,191,109,329,202
434,244,185,452,162
553,265,172,379,342
334,160,101,290,7
591,200,248,414,299
538,249,184,337,260
435,222,110,311,96
634,188,145,382,330
385,198,78,347,146
651,361,185,335,209
577,256,221,432,174
358,187,169,428,241
550,150,93,356,105
393,205,70,421,21
388,135,445,134,569
445,166,186,444,196
862,430,233,449,174
277,120,611,77,453
322,109,337,81,453
632,440,250,373,132
563,232,213,430,105
324,125,153,396,299
317,205,436,168,490
408,310,119,458,137
566,168,208,338,241
512,317,187,398,208
612,262,272,471,70
432,203,131,440,43
660,245,200,445,43
780,241,235,383,197
588,256,136,546,124
713,565,124,402,134
439,215,156,428,17
543,187,185,441,139
526,266,90,402,242
333,128,431,266,449
582,483,116,364,159
557,236,130,351,275
538,161,181,397,232
495,234,256,371,243
410,101,141,305,190
352,103,538,146,436
411,173,50,408,258
405,104,421,191,428
608,172,177,345,189
510,286,134,305,166
481,182,124,456,5
498,219,189,391,212
356,254,506,296,507
469,358,161,434,166
508,144,240,444,108
484,272,175,461,125
592,390,250,493,257
586,315,169,377,158
576,212,149,394,225
470,225,131,370,70
373,166,108,254,288
500,185,208,419,218
340,122,382,134,371
517,261,175,407,285
375,196,105,359,116
533,256,202,506,255
475,208,604,299,458
672,600,338,471,294
727,392,170,286,145
253,106,422,350,430
383,138,135,354,133
466,235,174,304,163
442,212,9,299,109
601,289,147,446,167
726,336,117,475,156
516,170,126,356,242
434,226,145,290,216
677,274,233,490,258
433,222,71,146,352
491,281,168,338,209
301,165,441,223,573
597,233,152,387,231
523,169,174,376,49
529,212,121,433,212
263,90,459,55,416
499,319,243,419,105
533,280,67,401,163
627,268,191,434,39
351,177,295,417,117
453,343,156,489,139
526,397,186,486,73
443,220,447,34,420
641,276,120,557,47
352,128,112,437,231
383,161,115,361,159
294,158,371,187,448
569,262,105,507,181
267,73,414,97,410
538,215,211,389,265
384,228,135,462,121
599,221,252,349,221
469,270,242,523,133
522,215,115,509,122
514,199,199,410,189
605,255,155,336,30
576,463,312,230,335
604,295,192,379,248
460,182,182,334,177
470,163,137,417,137
458,256,196,433,62
410,195,191,392,132
409,171,499,105,476
261,100,507,67,474
425,189,178,403,174
459,169,152,376,256
507,351,242,459,197
512,213,86,320,181
389,195,220,444,97
516,357,230,494,199
394,241,108,415,144
400,166,126,372,21
602,211,24,375,120
446,276,162,376,69
513,312,164,302,18
409,277,273,343,254
527,272,89,485,120
506,255,100,374,98
489,299,140,447,289
445,295,13,450,197
352,128,433,185,531
451,168,172,345,9
482,234,110,424,230
478,158,166,445,157
294,114,511,102,493
523,231,138,479,187
378,207,280,385,260
467,225,155,420,10
449,175,161,449,202
390,201,438,42,449
319,192,18,497,308
673,323,200,459,197
493,289,80,317,95
562,353,167,538,254
513,270,193,415,180
469,492,71,434,143
458,246,172,496,213
600,260,166,430,180
549,194,207,421,153
393,288,219,462,84
294,215,273,434,175
409,151,111,363,149
452,141,209,325,118
361,164,161,344,163
238,72,484,69,503
485,180,189,417,178
822,316,214,457,161
267,135,426,269,399
592,301,240,378,249
373,119,509,59,431
478,296,163,418,299
524,200,67,420,119
460,242,113,404,124
675,279,167,440,32
535,284,85,424,56
306,101,338,127,401
397,398,198,413,119
290,190,119,525,177
581,243,174,414,193
318,109,475,83,481
465,163,138,347,302
855,533,548,342,515
299,109,470,278,492
575,207,187,409,226
528,204,294,469,55
560,124,125,274,217
662,413,185,267,250
483,229,129,468,77
547,179,56,377,198
669,200,203,394,240
409,279,585,382,412
612,290,497,342,496
277,138,433,211,432
372,226,92,496,301
289,116,336,138,423
410,254,211,430,77
290,79,509,142,415
459,135,99,335,167
480,144,262,376,187
560,293,93,501,297
875,413,268,542,200
349,169,146,519,133
561,266,301,406,288
839,499,514,189,532
325,184,468,311,430
612,259,112,444,194
531,213,47,330,119
507,200,232,441,210
276,103,540,126,572
550,318,121,438,236
578,353,15,448,205
581,281,260,442,134
823,514,219,496,279
450,200,202,406,215
678,375,255,543,188
838,416,199,491,273
623,330,194,386,236
455,219,229,379,310
648,420,252,413,207
336,153,277,335,202
517,196,176,473,109
608,491,298,474,210
392,174,176,434,237
480,315,201,423,109
714,388,158,439,200
436,279,119,428,15
393,265,222,467,230
477,202,252,477,70
745,349,97,452,7
447,134,224,382,43
539,196,177,381,266
440,169,72,484,192
263,100,500,123,522
292,120,68,354,24
723,206,170,484,117
561,210,198,487,122
552,190,130,370,285
367,121,439,170,489
561,197,73,261,49
456,188,93,364,184
435,268,219,489,120
347,151,136,497,250
537,172,171,424,134
347,327,259,384,187
522,315,163,488,158
288,150,375,117,534
411,190,94,378,169
620,331,171,366,180
522,196,118,341,258
672,424,279,544,195
432,155,180,448,141
422,148,204,411,158
419,167,60,393,211
434,280,127,450,129
396,119,129,214,106
350,224,144,171,120
532,227,554,215,428
599,194,215,391,116
516,314,420,318,534
565,327,199,378,260
808,323,166,361,97
420,185,504,224,458
723,364,276,548,28
620,220,213,413,19
572,314,211,360,62
456,414,212,464,121
620,325,214,456,201
347,167,448,216,501
607,316,213,341,250
554,228,252,455,231
384,218,184,392,180
442,226,203,411,268
480,224,55,418,173
533,257,243,413,262
596,406,163,482,76
539,284,236,493,216
649,222,33,406,311
338,150,517,122,402
337,176,536,237,438
321,132,516,83,524
329,217,171,385,324
295,103,474,215,288
614,412,227,457,56
445,364,108,469,167
468,347,166,272,173
341,191,140,339,226
385,216,188,378,109
428,353,78,282,244
451,236,105,431,167
492,201,144,467,96
419,170,207,414,203
398,138,60,296,72
660,295,181,464,25
545,405,187,557,148
418,302,220,492,179
580,314,195,491,252
599,211,214,353,181
459,182,193,432,29
476,208,195,394,273
336,235,148,487,250
407,280,243,391,142
399,268,184,498,91
617,364,149,417,223
501,296,100,336,187
565,212,17,382,150
351,78,31,369,217
521,151,117,294,169
530,312,155,333,299
336,163,378,163,433
598,252,167,414,1
501,256,237,334,92
245,95,441,15,444
349,138,93,271,117
438,232,241,397,178
283,256,259,330,279
792,316,176,286,219
463,285,230,408,271
513,130,114,311,158
385,131,153,420,152
704,268,17,301,173
598,262,52,306,293
310,114,176,544,54
677,314,191,382,89
588,176,87,377,154
615,262,171,447,53
489,187,233,411,183
302,285,412,271,448
535,278,210,305,105
529,272,240,402,109
856,426,222,360,53
330,195,159,426,223
546,230,178,428,225
240,153,499,472,492
539,310,191,396,215
450,239,39,418,85
374,163,182,336,36
392,213,426,54,621
496,218,163,323,143
426,133,222,418,119
563,176,124,346,233
441,307,215,367,124
269,87,391,82,348
267,85,336,115,448
505,269,110,427,254
499,293,199,414,202
418,203,71,425,223
450,238,205,484,166
492,236,165,434,263
552,212,100,493,222
407,173,56,331,40
387,271,66,387,214
514,299,107,421,40
445,232,36,349,261
369,153,149,463,67
312,119,430,211,432
396,121,210,322,253
295,124,129,311,217
377,200,393,142,422
677,429,170,341,179
460,192,241,341,255
369,184,226,369,230
427,160,115,389,155
446,188,7,271,111
370,133,158,393,167
403,250,99,454,225
319,260,104,447,201
410,380,165,376,168
407,265,164,424,86
479,310,46,448,139
292,82,467,68,552
299,165,227,365,207
429,153,155,392,56
430,228,19,339,230
513,296,232,398,304
444,205,114,355,207
475,201,217,413,70
311,145,91,237,234
547,217,110,419,115
672,268,215,323,161
505,250,146,352,204
566,250,231,444,183
733,249,244,362,59
292,119,456,273,508
286,140,71,330,256
529,289,26,427,233
430,229,42,334,134
569,193,126,481,289
342,160,189,338,63
438,163,148,378,196
479,174,60,374,168
439,169,156,391,220
509,256,205,424,13
499,180,152,359,285
366,127,237,401,113
586,219,134,395,164
598,368,175,442,254
455,325,195,387,15
500,135,238,348,281
621,252,148,332,151
494,280,211,483,270
376,179,197,369,268
296,204,519,264,554
495,232,162,407,96
478,195,170,420,97
430,209,120,520,244
420,193,206,361,180
437,321,219,481,42
398,166,131,390,250
485,170,126,386,103
342,121,478,131,385
521,220,157,433,116
688,277,194,507,187
531,243,231,477,274
564,170,135,328,150
408,215,146,293,100
407,233,149,443,66
474,207,151,322,78
433,226,590,375,444
508,254,136,460,131
399,304,202,498,190
693,176,158,259,71
252,115,511,105,397
449,192,23,391,205
404,169,84,414,155
353,166,540,263,511
743,205,144,362,129
451,209,200,317,242
384,163,125,369,146
565,195,206,379,191
303,145,417,159,375
520,281,73,400,276
543,222,143,418,191
308,181,427,371,550
413,151,116,369,250
489,168,193,358,7
342,170,210,429,274
566,186,158,403,85
564,378,189,463,94
288,225,449,290,587
501,284,116,360,206
387,352,167,549,190
405,202,187,348,214
405,104,157,203,20
531,374,245,342,300
375,168,28,425,73
430,262,226,404,253
431,288,220,544,153
810,614,51,370,44
686,365,79,392,234
631,310,141,475,223
317,186,490,198,478
464,207,216,408,18
371,180,51,314,85
474,346,107,427,263
532,245,189,238,243
487,213,248,345,25
417,217,241,345,134
360,104,498,103,507
361,171,511,185,503
576,387,231,486,347
475,222,199,380,121
387,210,202,340,141
310,126,489,64,393
557,265,158,432,240
626,236,186,308,92
461,281,2,348,174
525,348,189,386,154
290,119,486,97,479
408,183,135,354,151
605,233,155,436,127
506,154,168,365,240
363,153,413,191,491
566,333,208,507,254
453,259,231,404,273
375,242,464,317,455
331,174,113,331,277
658,433,199,413,233
308,143,482,344,486
423,119,4,347,164
564,188,151,485,140
416,259,218,420,250
508,168,159,432,72
577,396,222,379,332
589,327,205,450,136
483,167,158,452,270
450,304,163,431,178
553,151,59,334,218
457,201,74,268,132
572,249,239,526,145
571,199,181,354,162
501,139,166,295,259
434,288,202,110,192
236,102,426,109,523
547,283,105,375,134
400,169,448,371,521
464,218,129,374,135
565,154,109,359,77
995,381,459,340,482
446,185,235,474,60
495,154,148,408,216
460,180,202,364,90
430,190,139,327,179
410,156,504,52,484
406,225,54,410,198
402,171,136,308,138
487,204,163,136,382
660,311,122,232,214
310,174,469,184,512
512,239,137,326,47
406,163,188,304,225
434,192,211,386,151
576,317,125,399,181
728,379,166,410,316
576,218,241,396,208
373,198,152,412,19
566,318,260,438,171
570,341,130,372,8
272,85,482,307,511
390,217,126,341,204
658,357,72,411,167
317,87,445,44,440
489,239,133,485,196
528,274,202,392,164
526,208,121,298,137
231,110,413,34,434
600,409,218,329,42
565,268,280,448,242
490,258,128,410,165
367,200,168,324,275
331,204,585,299,558
262,126,386,157,491
723,276,164,366,131
324,146,158,244,163
437,232,183,309,93
419,230,130,471,244
557,378,205,491,66
406,236,172,438,214
299,118,405,37,483
718,243,182,405,228
573,186,138,379,134
239,164,182,574,192
474,197,214,406,141
420,184,134,351,193
338,153,522,213,138
540,353,83,405,62
531,306,269,21,456
351,180,90,392,230
929,403,174,545,269
632,385,231,383,16
663,260,81,423,271
749,340,239,410,175
513,216,188,426,155
499,265,211,461,48
707,260,57,347,170
497,361,141,472,224
299,78,439,2,424
611,265,75,406,184
610,277,125,411,155
445,199,218,523,280
582,179,108,366,218
515,195,208,401,105
469,353,184,490,132
575,199,122,351,274
551,172,188,522,250
460,175,62,464,263
581,207,76,389,179
504,207,7,358,10
555,337,235,423,213
323,92,46,401,154
737,612,277,575,235
448,270,252,375,332
536,240,194,417,264
473,313,156,572,105
382,221,157,307,70
400,210,22,370,151
630,221,238,470,196
389,155,123,289,163
431,209,150,476,151
354,170,441,256,444
452,150,196,431,49
405,225,246,489,269
597,286,129,274,216
625,390,195,369,280
447,258,185,374,36
366,229,87,363,279
395,209,64,241,251
285,159,496,165,428
430,328,226,381,120
531,206,118,270,133
332,99,411,13,461
550,306,209,421,224
387,287,216,179,176
498,234,197,422,32
449,175,127,358,111
312,104,92,415,204
579,298,209,447,201
481,315,87,389,232
272,214,151,492,333
471,191,206,478,117
694,445,197,380,39
649,362,229,518,88
602,341,3,451,189
473,222,38,434,13
568,222,144,307,146
366,203,93,391,235
389,180,493,309,548
557,315,235,344,134
539,229,138,451,246
570,149,178,287,162
481,145,64,374,195
529,336,63,487,192
573,288,165,437,100
797,415,202,482,260
441,219,211,444,179
518,216,47,433,193
322,245,270,149,397
338,133,505,176,528
418,252,76,375,3
378,243,164,439,77
356,271,170,425,256
482,218,147,362,257
479,136,232,380,266
634,256,196,540,32
465,194,191,421,305
269,62,351,56,474
532,244,178,421,161
420,140,195,331,230
441,175,199,432,131
502,194,112,462,72
401,232,203,469,255
576,336,229,348,125
345,99,173,163,165
395,185,158,415,162
471,176,145,365,63
524,269,170,379,224
467,155,164,471,190
529,218,56,405,286
340,195,191,293,238
586,318,236,353,290
778,468,37,348,305
324,157,509,159,303
445,180,84,471,264
463,339,207,410,60
282,87,34,399,112
540,246,81,391,148
354,97,485,233,467
412,281,143,385,23
429,152,166,234,204
557,321,230,471,154
381,157,145,381,31
624,554,136,340,197
506,241,139,410,140
344,131,347,80,390
633,272,172,364,260
559,326,247,498,156
535,281,107,441,128
567,265,149,403,177
558,218,195,332,89
385,163,103,273,113
491,185,174,456,117
540,180,50,335,214
300,154,386,318,541
441,155,208,407,146
417,266,243,396,264
390,140,158,431,266
758,261,185,304,62
614,311,157,413,184
520,298,174,336,42
325,126,103,371,147
543,259,208,462,38
393,179,122,379,260
271,78,410,237,479
366,167,456,134,540
489,144,92,455,207
474,187,181,417,86
449,296,183,397,253
615,327,179,373,234
376,171,143,386,133
504,241,111,427,235
441,180,14,398,3
527,370,171,428,194
314,202,268,388,206
456,244,164,401,57
530,214,89,225,247
428,234,36,395,171
467,261,158,477,308
598,216,234,353,327
298,152,100,431,151
597,266,269,538,162
