"FS","SS","FL1.LOG","FL2.LOG","FL4.LOG"
562,966,481,446,468
249,164,502,119,534
337,194,112,345,102
431,253,210,355,178
313,269,353,257,210
485,274,188,262,113
501,366,266,337,225
338,216,440,165,497
312,165,131,226,124
396,148,122,282,116
341,212,130,474,1
486,309,203,352,184
227,100,465,253,425
298,67,46,224,124
250,109,51,356,85
188,163,191,208,112
235,159,350,238,279
237,263,345,373,226
651,548,294,501,269
224,184,105,377,172
243,157,132,53,567
501,311,241,331,226
204,92,95,271,95
360,158,164,345,50
197,89,264,246,167
475,396,214,372,187
308,121,43,356,138
294,166,208,180,147
299,256,115,399,22
244,150,78,325,138
391,289,223,313,174
326,140,302,62,518
416,216,148,370,162
510,271,126,403,152
441,244,201,396,159
393,208,173,344,153
502,298,265,310,218
445,365,64,481,96
249,251,182,264,106
473,349,174,372,149
393,153,218,418,149
402,246,142,196,83
186,142,167,267,31
330,261,129,276,16
437,384,125,242,101
407,265,160,338,112
237,227,180,192,155
261,93,164,377,150
482,400,285,399,242
417,315,95,386,136
291,312,114,369,183
268,228,73,266,171
228,160,402,61,510
306,145,168,292,98
240,298,129,409,20
329,344,140,348,35
468,210,227,300,198
251,137,84,271,45
198,79,164,305,132
349,305,192,471,155
381,160,23,264,122
470,297,238,386,188
452,312,104,390,110
488,234,169,360,64
177,251,383,280,306
345,250,317,192,390
438,241,207,436,195
385,226,208,315,187
352,175,150,378,143
216,80,75,325,122
464,531,247,426,225
405,210,169,339,119
232,163,233,121,331
272,391,424,307,337
443,330,196,355,165
371,281,220,393,175
333,138,186,344,182
458,346,255,195,188
517,226,192,415,234
324,106,133,282,35
200,95,73,196,101
486,273,182,278,119
224,133,62,197,144
233,76,182,275,78
371,405,275,258,198
444,351,154,347,147
381,493,169,286,185
288,159,91,238,144
209,201,353,415,255
418,344,123,281,136
371,122,84,424,86
450,271,187,348,149
485,210,133,289,98
483,326,161,359,155
268,185,146,370,61
204,72,34,105,11
189,166,23,329,79
435,606,306,282,212
362,268,146,256,150
352,184,137,390,93
296,134,142,459,158
389,189,196,284,163
390,151,230,386,168
493,375,154,222,121
394,231,126,322,132
322,212,96,282,40
224,67,153,317,143
293,146,168,422,78
411,279,198,354,156
482,275,211,290,153
405,143,113,332,171
296,105,122,177,126
418,239,161,352,195
221,127,75,279,69
470,276,163,342,146
412,183,188,344,147
351,265,335,142,566
551,348,231,393,197
292,218,191,361,141
456,296,181,436,144
381,243,157,304,110
202,95,286,89,455
229,118,168,355,107
412,151,172,375,176
398,322,131,329,118
443,234,177,282,148
397,160,165,380,190
504,249,239,398,180
357,149,52,179,91
447,267,167,395,105
302,201,240,136,501
456,291,136,389,141
351,292,430,361,332
523,425,139,431,157
197,205,131,329,93
329,181,76,396,116
263,191,78,356,107
228,170,466,113,537
216,140,253,89,466
320,190,130,419,110
301,172,84,240,99
569,307,220,406,185
361,137,99,382,48
206,64,90,320,121
451,350,234,384,223
223,114,15,505,110
317,175,83,272,127
423,278,142,352,115
402,415,110,127,291
194,228,351,539,274
318,253,230,226,148
457,182,217,388,187
554,330,204,342,192
350,598,472,367,419
618,468,154,408,115
501,351,227,266,200
416,152,223,430,180
412,180,177,390,182
479,376,198,370,179
376,217,149,512,90
221,134,146,452,88
475,304,180,381,145
311,178,84,494,172
560,730,222,207,191
703,840,533,453,489
285,184,81,216,67
210,123,306,258,206
431,271,199,360,165
494,401,220,393,207
290,311,136,339,111
372,220,161,374,145
215,129,295,87,462
385,244,390,164,539
512,265,264,366,191
275,203,344,338,278
185,180,20,331,68
436,262,216,521,187
289,279,304,75,507
328,280,162,482,124
401,164,117,391,99
183,226,364,393,279
236,324,282,192,170
379,190,166,202,171
336,123,258,215,507
202,86,34,120,154
178,230,335,396,260
267,253,91,416,98
254,126,134,320,46
533,324,139,362,13
234,181,89,418,96
471,320,264,452,238
332,217,100,386,128
458,184,165,336,112
289,165,157,343,122
265,135,129,294,176
475,310,156,449,195
247,226,92,351,136
400,222,195,420,179
310,197,121,391,208
226,118,9,196,73
352,268,135,479,177
361,269,141,398,101
208,138,13,296,4
318,127,173,276,157
531,151,198,267,148
409,278,228,259,132
213,66,156,294,103
270,295,92,132,557
482,291,179,475,200
238,218,61,299,144
267,128,190,445,133
182,289,175,159,170
294,312,140,369,212
291,134,113,452,175
493,215,157,402,192
415,255,190,346,143
502,249,207,452,175
324,249,99,322,112
373,236,16,349,109
409,204,137,371,132
406,254,145,136,50
474,346,222,326,122
423,90,86,287,121
500,273,196,270,138
320,146,587,303,517
278,140,157,346,136
284,185,191,283,119
331,456,297,240,181
434,353,163,310,188
361,263,102,393,20
268,148,324,132,615
379,239,187,422,184
295,171,112,398,112
532,328,217,406,188
482,290,229,221,199
290,275,473,129,442
475,263,285,494,273
313,237,421,329,412
402,529,151,372,1
374,298,190,341,163
243,161,57,314,154
214,108,395,255,556
349,189,90,348,83
374,214,127,317,59
547,388,180,461,191
224,132,66,171,62
463,295,194,485,166
490,150,196,258,177
268,298,32,348,54
278,120,138,162,133
370,233,132,325,94
422,384,220,349,179
321,277,115,356,64
279,152,105,325,120
409,230,161,298,194
284,405,466,372,384
433,236,226,400,226
379,186,138,407,104
532,596,231,400,179
192,205,228,300,144
206,116,116,363,98
406,209,160,333,155
454,365,151,322,40
392,297,186,375,163
217,78,114,306,140
351,322,228,468,140
535,446,182,439,121
243,122,305,214,466
481,191,211,390,140
380,254,145,307,162
400,349,152,394,117
263,135,153,325,71
369,172,117,340,113
353,154,83,316,71
386,177,157,122,183
376,238,136,400,176
242,153,77,433,140
368,140,166,136,480
374,377,94,360,128
381,245,161,459,123
291,239,225,129,475
358,342,129,305,114
642,485,310,513,274
347,122,119,351,144
363,188,152,381,187
300,170,309,131,458
352,191,141,288,119
280,182,124,282,53
321,245,45,406,78
256,140,83,220,107
235,117,81,332,97
437,268,242,341,134
262,100,169,384,193
278,114,67,277,65
295,81,140,185,117
474,181,179,381,144
242,105,29,379,126
375,197,131,327,83
225,161,580,241,536
489,347,219,406,224
393,259,128,391,172
496,443,248,272,215
387,213,188,389,85
374,209,129,365,150
373,221,77,265,130
193,184,318,293,224
247,106,146,357,123
388,212,138,213,112
215,250,503,302,477
454,235,204,337,110
235,112,116,381,93
245,127,241,105,446
262,108,145,245,109
226,68,83,201,88
339,253,80,377,142
227,45,41,318,51
393,388,110,294,104
306,96,130,200,104
287,184,40,210,52
421,356,162,349,173
266,166,105,409,30
213,45,118,299,138
247,274,112,266,151
411,147,233,264,208
343,90,95,204,142
360,131,81,203,66
332,167,8,340,23
203,103,122,181,52
188,258,19,227,82
400,414,169,363,144
438,168,439,221,490
273,297,79,268,120
205,225,388,329,304
178,187,197,446,142
237,112,337,116,402
345,216,124,260,185
245,186,113,344,231
372,259,87,340,117
508,827,402,309,311
377,214,185,298,123
577,644,262,283,257
233,200,145,553,152
375,183,182,398,117
627,484,243,455,239
386,320,172,499,166
426,159,162,344,91
276,267,106,274,51
404,224,200,431,173
210,201,113,212,162
380,148,117,347,133
227,117,284,311,200
494,171,193,247,222
324,264,222,115,485
201,146,133,271,112
439,195,135,395,115
402,441,98,280,81
333,216,265,158,561
432,266,237,406,224
309,225,386,263,388
322,101,119,365,98
434,306,133,219,164
280,249,95,325,86
324,232,492,339,570
412,223,171,340,107
212,107,84,349,160
413,388,161,297,83
307,472,63,347,170
374,234,178,360,106
427,340,261,375,260
534,182,230,412,231
337,213,151,319,157
256,80,161,367,128
368,82,333,108,542
366,238,134,320,99
269,380,214,175,136
402,566,459,390,397
748,357,258,440,225
393,321,126,375,132
291,252,353,19,575
214,246,190,226,93
556,396,210,380,170
322,125,172,351,100
210,132,162,452,148
405,213,187,288,206
279,155,98,359,171
546,247,247,270,180
325,259,95,360,92
505,239,157,215,96
544,453,161,381,174
318,98,181,275,177
474,246,82,400,147
462,136,158,370,148
369,182,190,337,134
449,210,189,417,106
533,284,404,281,321
192,214,123,249,147
390,261,216,274,199
383,236,172,293,155
367,330,120,298,105
179,186,102,565,166
518,605,194,431,216
299,153,217,108,460
307,136,149,289,69
788,787,338,470,283
622,509,209,336,168
245,97,56,340,159
398,181,83,319,85
387,197,220,395,173
330,220,153,324,84
481,308,188,388,8
452,214,179,470,197
485,331,218,420,154
339,258,154,328,130
243,137,91,202,90
297,111,62,127,70
244,119,338,271,524
450,467,227,417,202
235,140,176,394,191
254,123,70,352,79
415,302,206,281,159
500,324,283,516,285
396,416,276,192,178
298,192,321,133,406
235,80,101,390,54
345,298,166,495,117
351,171,413,117,558
429,432,109,413,24
307,163,388,166,569
577,363,257,418,196
432,284,237,324,232
408,234,207,385,176
282,155,65,342,46
226,300,227,183,67
766,872,491,400,414
348,150,31,366,119
444,492,231,312,187
377,293,181,115,114
649,306,273,329,243
534,208,231,467,195
299,242,84,143,225
347,385,129,286,87
370,283,132,409,180
394,215,201,392,211
319,233,442,149,503
366,183,132,305,75
481,317,181,480,134
331,217,76,314,137
389,242,185,274,81
520,280,256,323,176
294,160,370,41,541
202,257,184,378,164
384,193,154,265,208
341,268,145,302,158
207,77,119,184,109
402,198,57,321,153
432,232,116,368,58
266,357,166,433,118
201,161,182,327,178
344,156,111,339,150
321,248,214,203,158
217,248,304,295,248
309,163,105,329,162
354,204,130,388,163
436,196,245,374,223
338,260,394,323,304
463,416,189,230,145
221,117,137,165,92
273,403,411,398,375
210,72,116,254,138
384,154,195,355,133
209,118,167,134,152
322,488,276,328,190
404,308,130,198,135
226,195,177,223,67
489,242,111,316,149
427,273,188,396,166
415,219,155,287,156
496,362,171,245,98
199,125,149,277,81
394,300,187,435,184
392,261,134,298,86
218,125,351,208,264
348,383,179,250,145
443,160,122,308,3
244,248,305,204,212
233,180,161,35,579
297,87,303,89,506
286,283,460,176,437
260,236,190,488,156
246,238,82,258,86
444,232,254,335,207
359,229,166,401,95
477,220,431,116,390
210,164,329,245,242
481,164,211,408,192
544,240,259,340,202
397,316,191,222,108
211,118,93,362,119
558,253,189,399,197
263,248,256,200,198
267,219,129,350,105
579,447,219,430,244
377,179,159,323,127
451,260,206,415,177
423,527,489,396,503
763,721,329,523,264
268,261,215,187,397
265,177,128,339,106
290,185,491,215,562
381,221,191,390,214
207,173,297,146,447
461,218,182,359,205
420,483,170,392,157
436,251,171,316,160
234,189,96,413,24
384,155,173,352,135
545,410,155,275,140
449,352,98,142,141
374,192,195,200,150
282,196,140,349,110
299,284,54,318,77
194,272,218,287,161
418,269,407,303,328
244,177,53,454,61
212,108,298,66,431
307,165,129,266,122
387,140,405,294,496
270,94,38,334,74
286,244,252,82,484
411,201,231,212,185
208,70,76,182,106
250,184,131,368,71
385,276,219,262,140
466,508,342,503,303
479,225,211,371,175
343,432,153,356,159
382,270,225,568,148
391,141,91,318,131
468,222,158,226,15
318,107,106,290,151
309,152,120,312,147
282,164,90,372,123
202,306,390,242,317
357,263,135,292,184
422,287,189,344,203
344,170,199,379,174
299,335,155,352,94
223,219,172,138,134
210,82,133,307,107
366,284,131,312,107
353,310,125,299,164
518,236,252,316,215
278,227,145,352,152
171,262,283,296,209
430,272,223,372,186
456,355,205,201,132
345,312,93,384,120
361,167,112,271,90
391,327,138,410,170
403,198,129,276,125
347,240,24,394,119
393,220,186,269,126
495,315,242,402,227
358,151,147,232,75
368,223,159,383,177
471,216,402,248,435
397,282,154,320,157
454,200,188,273,210
318,154,289,30,480
321,197,275,121,483
523,593,184,470,246
423,151,176,372,84
425,235,231,251,183
470,146,185,353,173
302,211,131,327,148
494,294,182,309,182
408,263,178,366,127
538,253,183,407,142
423,234,147,314,202
330,131,479,149,465
277,161,508,131,546
346,300,91,401,137
254,169,228,171,144
476,391,254,533,211
292,144,385,229,243
514,270,207,433,204
229,136,69,407,92
349,79,142,243,133
284,206,114,386,31
378,195,199,325,122
479,233,211,387,189
192,108,290,120,441
282,135,144,358,150
288,223,366,136,516
280,163,143,385,72
288,180,364,392,523
243,154,346,290,294
413,271,103,329,73
434,325,199,287,208
350,122,125,349,94
297,153,331,107,546
367,204,291,184,511
223,110,29,128,13
373,184,183,324,196
402,156,157,396,202
369,139,201,386,158
306,145,121,319,147
404,183,171,259,167
344,232,75,348,130
451,370,117,257,60
345,133,104,367,125
297,154,157,231,146
227,290,15,284,76
214,164,507,208,440
484,250,220,326,126
265,155,270,152,542
295,338,138,266,76
322,187,336,35,451
469,257,231,398,86
459,358,213,326,169
290,140,323,77,426
246,117,36,251,50
362,168,143,343,136
296,138,278,138,494
390,286,114,303,70
467,221,158,426,150
533,499,196,307,213
321,241,396,266,526
270,127,133,384,82
287,104,16,266,83
290,202,454,151,320
392,273,145,322,130
314,174,196,227,117
389,194,174,373,190
423,452,123,363,94
286,165,112,366,118
426,296,154,404,159
375,282,207,332,178
289,248,103,344,127
351,196,116,281,92
363,172,167,335,157
388,221,174,313,13
430,263,245,441,237
583,465,117,396,135
524,251,216,443,210
271,121,128,191,115
298,312,100,303,36
511,268,177,327,141
272,134,294,167,409
443,327,216,351,156
405,113,153,256,111
333,149,112,335,97
240,73,66,257,84
427,171,202,320,182
360,512,173,448,8
404,154,129,297,119
323,166,137,292,142
319,148,259,154,536
338,213,132,341,113
428,295,161,271,64
337,137,72,348,103
459,303,221,321,183
318,119,126,365,108
264,172,234,112,178
450,274,207,394,217
406,454,205,405,113
421,226,100,304,99
341,245,90,387,129
299,101,123,187,130
335,152,129,288,98
413,436,152,320,149
272,175,120,351,137
303,244,79,164,101
210,166,265,60,389
346,218,405,116,456
326,208,467,229,514
475,155,162,268,184
224,187,249,136,536
271,157,120,355,80
308,195,94,317,52
717,414,197,537,228
347,165,169,388,160
550,346,177,283,136
511,476,194,434,171
522,220,242,372,209
420,398,134,326,78
268,397,158,181,100
445,181,134,373,68
463,178,225,292,152
365,265,259,170,431
398,180,164,331,157
396,358,172,416,168
252,125,55,145,470
256,159,135,173,114
423,290,87,385,127
443,369,157,390,160
267,92,453,197,512
553,440,200,436,199
203,74,99,121,95
312,123,72,213,78
270,99,164,417,154
457,432,249,428,253
575,304,231,483,213
311,103,111,288,13
447,466,342,540,347
409,291,128,343,119
485,226,218,463,164
347,303,141,239,104
419,288,202,372,161
666,476,262,331,154
397,451,143,273,121
203,86,255,193,377
273,92,374,148,534
345,167,168,331,127
307,312,258,158,192
291,218,55,345,98
304,178,84,191,139
361,155,171,181,155
427,226,212,354,199
376,228,85,243,41
274,146,99,496,80
502,371,238,418,237
275,328,257,205,188
262,207,105,209,61
301,306,111,218,96
466,234,185,387,165
303,197,293,89,434
350,396,71,392,77
487,216,200,326,171
325,152,159,405,122
617,370,195,415,179
397,220,121,292,38
293,278,130,359,107
262,178,354,178,497
377,205,178,352,61
509,169,197,325,173
309,334,143,323,64
405,159,24,194,124
503,275,134,357,110
200,143,364,114,522
425,275,202,361,81
314,408,286,213,166
371,244,201,188,112
321,218,96,169,131
264,103,280,164,440
183,283,216,98,79
393,242,172,348,215
347,297,59,322,125
402,238,214,379,178
308,193,431,196,540
411,331,146,414,137
202,106,204,480,180
343,132,494,233,503
323,271,60,395,126
363,258,199,349,175
377,160,181,318,170
547,410,225,417,213
464,201,114,317,41
421,303,224,362,180
460,333,80,387,57
317,102,136,295,149
233,161,270,260,175
346,215,104,339,153
324,312,104,401,62
273,126,89,276,1
482,431,186,233,75
280,186,172,283,46
320,154,115,149,53
439,191,145,420,149
424,141,165,206,138
409,299,166,470,140
342,207,149,387,139
367,240,332,152,535
267,243,145,365,97
257,240,132,345,57
291,169,91,259,92
522,216,270,348,212
254,166,91,328,56
231,252,305,217,224
343,149,294,243,475
360,202,79,329,65
421,198,217,432,220
308,154,554,184,507
214,33,88,250,134
479,257,193,424,189
389,520,280,724,333
275,206,90,280,100
363,259,116,336,93
208,83,349,64,410
189,295,388,386,302
309,117,148,299,164
382,359,94,382,120
407,160,463,284,574
400,188,22,262,70
491,269,150,363,86
364,182,472,179,544
396,270,237,325,178
308,175,360,230,301
324,209,143,189,522
337,269,267,473,428
338,175,71,289,147
425,259,229,326,225
263,159,168,289,41
363,234,132,339,153
344,187,212,194,93
480,321,189,363,180
381,345,333,228,456
349,231,156,270,71
455,409,120,440,57
257,121,143,183,107
299,314,127,278,28
382,244,151,343,52
197,207,382,222,274
216,48,105,97,107
298,489,256,461,218
221,107,517,102,497
330,224,77,200,98
351,134,154,352,120
428,280,227,428,180
371,498,449,405,415
310,105,160,405,174
330,235,147,328,135
334,147,119,425,99
232,146,408,70,543
292,189,119,316,159
329,347,168,386,37
254,184,259,181,387
296,106,127,294,59
387,233,138,300,133
553,817,490,343,401
407,229,193,270,145
261,162,130,278,31
460,241,155,299,146
196,101,123,310,125
363,356,81,176,112
430,207,178,362,200
360,256,156,262,76
376,292,183,281,135
193,182,300,222,337
272,140,239,303,174
460,321,184,246,93
369,273,194,302,160
233,139,347,130,583
506,310,214,372,219
247,248,375,328,323
270,209,104,379,119
301,226,166,358,36
494,339,82,299,127
363,267,259,402,265
396,308,142,262,145
281,427,377,204,272
215,53,193,213,179
236,121,120,174,123
343,157,96,318,136
402,129,144,254,148
422,334,229,263,210
356,191,148,258,166
521,462,313,648,305
200,68,119,251,112
339,354,9,270,101
346,186,72,270,133
189,138,468,152,496
434,298,214,396,159
262,86,116,353,133
298,291,129,262,133
383,221,157,382,148
589,457,258,511,170
398,310,207,323,175
249,100,403,225,497
359,144,156,385,172
270,179,96,353,99
364,198,91,236,166
558,521,478,392,385
514,237,198,473,197
271,230,147,300,92
297,166,125,235,139
460,247,168,365,181
403,195,198,248,191
417,104,161,229,147
305,115,405,110,419
389,295,261,460,182
399,257,166,198,144
212,62,134,285,115
403,343,247,380,231
393,348,138,205,177
598,569,290,418,262
341,189,116,334,130
306,181,195,180,134
218,117,194,340,89
334,127,191,422,201
565,452,290,316,281
447,227,169,329,117
306,163,446,166,462
473,226,195,409,94
223,191,201,562,220
391,255,138,376,149
293,126,451,153,406
254,276,89,302,61
398,215,170,273,110
266,224,127,228,105
321,110,85,396,131
550,460,246,442,250
454,353,169,450,164
542,138,216,286,84
277,136,49,318,121
338,133,46,376,46
329,352,116,163,32
365,273,161,353,27
426,315,155,295,105
199,119,86,239,170
387,264,173,332,98
307,195,146,318,92
200,99,323,101,508
276,230,70,363,122
336,211,440,131,582
415,173,101,336,136
497,221,169,276,159
400,360,124,228,85
388,150,138,340,164
506,311,213,414,189
305,187,205,141,337
192,167,290,217,199
327,173,76,269,67
289,287,100,411,131
207,202,329,430,293
476,229,195,381,115
247,125,258,121,521
328,142,143,222,181
328,270,331,317,472
317,355,158,281,128
577,272,225,352,206
467,273,190,390,213
390,317,540,246,585
525,384,305,476,257
385,263,33,390,38
311,311,137,283,94
210,79,118,395,47
309,264,149,291,82
342,308,107,160,31
317,192,163,405,41
291,89,128,331,66
560,254,478,287,356
367,156,95,238,173
288,230,105,342,4
377,213,134,356,40
428,244,161,270,162
395,186,147,410,96
340,149,140,316,148
404,113,158,263,166
390,196,91,327,144
403,257,124,360,104
357,227,172,397,156
266,299,224,256,166
243,179,122,237,163
414,246,180,310,147
323,168,158,280,141
847,885,519,510,453
264,211,184,602,172
390,249,119,420,136
314,183,488,114,518
515,287,243,330,196
370,240,146,411,181
348,169,144,408,158
350,224,146,384,135
634,351,197,421,183
383,482,290,220,187
292,267,436,266,368
268,164,202,309,191
328,190,257,60,244
409,203,131,388,43
273,154,290,113,505
248,239,49,245,152
415,281,165,322,207
245,160,377,167,396
440,363,156,435,143
204,88,436,112,491
447,230,129,359,152
433,381,185,333,153
186,255,365,507,455
352,181,355,220,553
212,48,97,265,159
325,107,206,199,178
328,199,96,242,79
237,98,51,334,81
457,205,175,346,159
311,191,336,308,459
423,192,185,290,124
494,199,197,421,161
293,326,88,240,116
303,159,437,183,539
473,382,198,372,127
330,317,147,477,180
452,245,195,354,119
285,284,69,205,90
360,304,123,388,181
425,201,113,322,84
175,211,92,224,88
300,103,111,322,106
511,305,218,445,196
237,135,191,264,52
323,200,160,301,140
174,251,231,166,161
187,186,293,269,213
402,403,173,397,172
243,169,311,83,295
278,100,141,281,110
259,117,132,216,103
387,233,160,358,45
380,310,116,230,93
437,153,170,302,144
497,342,180,334,109
378,296,203,368,97
375,215,129,405,137
240,344,227,302,188
213,218,438,162,360
415,270,196,194,178
218,234,416,291,512
516,326,211,274,173
358,223,204,106,511
296,188,142,319,139
207,193,225,280,140
209,176,119,341,89
378,255,313,236,488
332,87,77,144,467
322,183,176,322,132
358,201,147,241,142
304,179,114,348,52
512,193,201,347,162
496,215,215,393,145
240,148,210,30,540
481,254,184,371,175
453,327,245,439,218
415,383,145,435,48
231,168,399,143,454
311,269,101,257,84
378,313,143,327,126
250,137,459,216,481
396,148,198,367,148
319,163,65,345,108
247,397,234,212,159
305,235,412,325,348
671,594,268,277,217
246,109,321,273,241
307,166,246,114,500
351,129,120,300,88
300,218,380,188,498
329,151,139,387,86
195,263,294,199,199
525,580,192,353,135
268,204,454,152,478
255,170,52,489,195
288,286,138,401,97
401,291,571,226,511
299,158,138,132,96
230,163,84,276,54
270,164,313,131,517
259,105,74,228,70
370,209,122,308,49
368,224,121,293,155
469,304,191,328,141
375,176,179,371,109
308,246,101,324,131
419,183,149,363,115
358,201,157,416,106
407,290,134,404,182
424,382,240,381,165
346,152,68,303,22
527,613,210,353,145
387,252,186,321,127
266,173,52,355,16
262,134,172,411,166
428,314,138,431,137
306,254,143,140,106
323,200,54,399,137
205,209,433,203,340
414,114,182,379,80
241,64,148,265,162
363,231,149,388,132
376,232,213,334,141
326,172,208,45,391
233,237,224,536,238
205,331,335,319,222
200,109,359,79,553
410,210,166,409,103
371,207,44,258,125
500,521,256,414,231
483,212,160,337,178
252,195,112,271,155
298,151,146,351,30
272,181,90,194,83
324,415,485,451,516
205,101,336,286,302
535,271,196,322,201
440,229,100,402,84
263,203,147,437,80
295,180,39,212,62
210,308,282,346,279
495,380,259,341,234
595,330,258,410,212
252,206,131,316,36
243,82,173,420,88
266,202,174,186,18
397,222,161,369,162
362,191,112,261,106
349,238,84,302,121
409,126,176,340,147
259,66,130,266,47
305,284,188,243,300
394,303,109,374,156
515,418,223,293,170
469,302,221,419,185
310,257,180,417,130
486,235,221,299,153
442,236,209,409,177
440,323,25,341,102
330,258,529,214,411
350,231,142,294,57
394,356,98,399,128
233,79,145,335,119
339,319,317,119,638
336,98,86,273,82
424,342,208,434,188
220,142,113,248,155
427,204,47,377,105
265,217,240,191,57
349,356,120,253,85
404,330,189,319,154
530,305,151,274,143
471,290,177,415,171
356,159,151,326,33
433,303,190,403,258
220,167,140,241,83
446,356,569,407,492
312,126,99,255,115
348,141,126,225,96
410,222,173,325,186
374,220,95,330,115
565,347,258,326,211
287,216,112,83,554
465,278,171,367,175
343,152,130,375,130
227,76,66,254,49
397,156,141,298,76
197,152,435,167,431
481,510,156,250,118
305,112,72,245,85
230,267,413,291,595
262,220,406,160,529
417,215,149,204,113
282,404,86,279,109
267,290,222,148,170
482,224,120,304,78
329,127,183,337,165
244,194,219,72,442
382,306,193,375,181
335,224,117,403,48
346,136,166,341,70
372,195,148,338,135
328,181,114,426,133
422,151,177,230,196
223,66,143,370,161
367,197,212,215,99
262,267,454,325,466
576,309,255,309,220
425,356,150,328,152
544,431,173,461,71
421,469,355,365,231
456,246,156,405,175
187,247,97,101,297
419,162,213,326,106
395,272,56,235,152
471,542,156,327,164
330,197,433,166,468
386,232,111,387,80
215,184,145,105,98
310,149,138,427,170
214,221,223,354,172
181,168,334,250,317
639,526,200,472,180
210,99,52,269,52
354,316,156,397,155
506,341,153,369,143
218,119,19,321,41
206,134,300,73,494
400,285,179,157,154
354,134,143,391,116
395,177,109,167,136
356,257,208,418,223
336,151,299,158,284
261,149,526,277,466
525,242,157,306,211
277,269,132,296,110
270,145,276,237,518
493,194,227,362,194
403,251,188,481,203
368,253,153,371,81
493,281,173,346,163
313,161,284,123,463
192,181,93,175,169
467,171,119,419,113
621,544,274,428,234
298,219,235,88,444
485,338,211,488,109
377,320,109,443,78
326,154,372,139,552
387,299,173,407,162
342,241,117,359,122
285,235,108,419,138
448,269,211,430,161
355,256,82,280,47
355,169,137,348,80
455,182,216,331,193
257,120,94,133,135
520,285,214,472,187
326,275,216,536,211
433,221,226,289,192
346,173,99,486,178
415,192,125,358,46
219,205,173,150,164
217,286,203,220,130
360,228,310,158,493
253,115,124,327,29
206,209,90,307,82
299,103,81,355,119
330,123,308,187,517
389,264,155,362,115
296,145,327,118,396
366,161,155,227,149
400,300,147,296,153
298,272,345,267,252
329,358,228,241,162
193,161,321,290,260
298,162,304,12,509
237,126,191,315,115
503,449,495,365,517
295,170,81,204,99
325,285,181,240,144
322,143,228,107,495
305,251,190,279,106
306,152,401,246,501
240,214,487,155,414
535,357,252,416,194
451,199,173,346,157
531,449,179,377,188
370,262,174,304,95
397,288,87,235,138
337,226,129,325,69
395,253,86,305,51
360,207,195,286,186
388,238,490,287,515
396,218,175,315,156
443,354,76,192,11
475,377,260,377,198
410,320,89,349,130
243,190,425,117,453
384,237,68,397,72
209,128,189,78,60
311,103,97,251,129
441,224,94,367,164
455,261,214,392,211
206,150,341,75,329
388,162,189,367,151
448,265,192,263,167
196,92,128,202,31
217,313,227,248,169
440,351,149,266,151
377,313,148,342,156
407,332,193,371,190
343,218,175,359,219
337,169,64,394,24
448,400,246,425,231
239,162,55,339,89
365,331,123,349,116
241,167,132,298,69
497,318,174,405,180
216,198,334,282,414
367,264,159,307,111
359,324,86,224,78
354,408,238,371,235
343,301,181,260,154
343,441,139,425,165
485,261,193,391,194
393,351,178,240,135
465,254,168,328,11
470,479,220,294,199
314,238,133,356,167
432,194,182,332,174
303,161,359,416,284
385,267,212,261,140
438,364,201,318,157
283,168,196,360,219
299,141,133,270,118
329,143,362,239,486
258,182,76,317,92
191,185,345,319,249
